"","fish_identifier","c_sp_fao","sample_label","sample_owner","scientific_name","sp_category","family","tissue","sample_position","c_ocean","sampling_date","lon_dec","lat_dec","EEZ","sex","macro_matury_stage","length_cm","c_length","whole_fishweight_kg","water_content","lipid_content","isoNC_lab","d13C_pm","X_C","d15N_pm","X_N","C_N","isoNC_sample_status","THg_lab","THg_analysis_method","THg_dw_ppb","THg_ww_ppb","THg_sample_status","comment","SST","MLD","Chl.a","NPP","d20","d18","d12","O2_375m","O2_200m","O2_100m","O2_50m","OCRR_375m","OCRR_200m","OCRR_100m","OCRR_50m","OCRR_total","d13Cdic","d13Cpom","d15Nno3","d15Npom","doxycline","dmaxremin","dnethetero","export_100m","export_dnethetero","Hg0_2x2.5","Hg0_6x7.5","drydep_2x2.5","drydep_6x7.5","wetdep_2x2.5","wetdep_6x7.5","totdep_2x2.5","totdep_6x7.5","d13C_cor","sample_year","region","region.col"
"1","100038_108025_","SKJ","PNGTAG_06-01_039","CPS/Allain","Katsuwonus pelamis","fish","Scombridae","white muscle","A","PO","19.10.2006",145.6,-3.8,"PG","F",999,50,"FL",NA,NA,NA,"",-16.78,"43.38",12.54,"13.34",3.25,"bulk","IRD NOUMEA","",194.7,NA,"bulk","",29.36,43.75428571,0.243057143,0.575885714,169.9428571,197.0571429,319.7142857,171.6428571,171.5428571,174.2571429,198.4571429,0.734742857,2.476714286,50.07857143,134.01,166.2371429,2.497,-17.11,9.795428571,5.270714286,82.35857143,56.46714286,76.52714286,77.16857143,56.33142857,1.1,1.11,3.32,2.77,7.76,9.5,11.08,12.27,-16.78,2006,"WPO","seagreen"
"2","100048_108035_","SKJ","PNGTAG_06-01_045","CPS/Allain","Katsuwonus pelamis","fish","Scombridae","white muscle","A","PO","19.10.2006",145.6,-3.8,"PG","M",999,43,"FL",NA,NA,NA,"",-17.1,"44.18",13.05,"12.8",3.45,"bulk","IRD NOUMEA","",131.6,NA,"bulk","",29.36,43.75428571,0.243057143,0.575885714,169.9428571,197.0571429,319.7142857,171.6428571,171.5428571,174.2571429,198.4571429,0.734742857,2.476714286,50.07857143,134.01,166.2371429,2.497,-17.11,9.795428571,5.270714286,82.35857143,56.46714286,76.52714286,77.16857143,56.33142857,1.1,1.11,3.32,2.77,7.76,9.5,11.08,12.27,-17.1,2006,"WPO","seagreen"
"3","100056_108051_","SKJ","PNGTAG_06-01_041","CPS/Allain","Katsuwonus pelamis","fish","Scombridae","white muscle","A","PO","19.10.2006",145.6,-3.8,"PG","F",999,47,"FL",NA,NA,NA,"",-18.3,"46.84",13.01,"12.11",3.87,"bulk","IRD NOUMEA","",90.4,NA,"bulk","HgT value = mean of two analyses",29.36,43.75428571,0.243057143,0.575885714,169.9428571,197.0571429,319.7142857,171.6428571,171.5428571,174.2571429,198.4571429,0.734742857,2.476714286,50.07857143,134.01,166.2371429,2.497,-17.11,9.795428571,5.270714286,82.35857143,56.46714286,76.52714286,77.16857143,56.33142857,1.1,1.11,3.32,2.77,7.76,9.5,11.08,12.27,-16.8041351421189,2006,"WPO","seagreen"
"4","100057_108052_","SKJ","PNGTAG_06-01_044","CPS/Allain","Katsuwonus pelamis","fish","Scombridae","white muscle","A","PO","19.10.2006",145.6,-3.8,"PG","M",999,53,"FL",NA,NA,NA,"",-17.83,"45.15",13.22,"12.14",3.72,"bulk","IRD NOUMEA","",129.2,NA,"bulk","",29.36,43.75428571,0.243057143,0.575885714,169.9428571,197.0571429,319.7142857,171.6428571,171.5428571,174.2571429,198.4571429,0.734742857,2.476714286,50.07857143,134.01,166.2371429,2.497,-17.11,9.795428571,5.270714286,82.35857143,56.46714286,76.52714286,77.16857143,56.33142857,1.1,1.11,3.32,2.77,7.76,9.5,11.08,12.27,-16.5757938172043,2006,"WPO","seagreen"
"5","100061_108056_3904","YFT","CFF_05-01_1_A_3904","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","21.04.2005",167,-21.2,"NC","unknown",999,99,"FL",NA,NA,NA,"",-16.5,"44",9,"13.6",3.2,"bulk","GET","DMA/AMA",318,NA,"bulk","",26.93,19.17714286,0.11276,0.173385714,183.9,254.3714286,461.4571429,198.4285714,200.2714286,218.5571429,213.0142857,1.142885714,4.608571429,54.80857143,7.249428571,56.81428571,2.405857143,-18.68428571,8.644142857,3.59,107.5571429,88.17571429,115.1285714,31.00857143,13.84714286,0.89,0.89,1.13,4.41,8.12,7.36,9.25,11.77,-16.5,2005,"WPO","seagreen"
"6","100062_108057_3905","YFT","CFF_05-01_2_A_108057","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","21.04.2005",167,-21.2,"NC","unknown",999,116,"FL",NA,NA,NA,"",-17.4,"46",9.5,"12",3.8,"bulk","GET","DMA/AMA",280,NA,"bulk","",26.93,19.17714286,0.11276,0.173385714,183.9,254.3714286,461.4571429,198.4285714,200.2714286,218.5571429,213.0142857,1.142885714,4.608571429,54.80857143,7.249428571,56.81428571,2.405857143,-18.68428571,8.644142857,3.59,107.5571429,88.17571429,115.1285714,31.00857143,13.84714286,0.89,0.89,1.13,4.41,8.12,7.36,9.25,11.77,-16.014535,2005,"WPO","seagreen"
"7","100065_108060_3908","YFT","CFF_05-01_5_U_108060","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","unknown","PO","21.04.2005",167.3,-21.4,"NC","unknown",999,107,"FL",NA,NA,NA,"",-17.2,"46",9.3,"12.7",3.6,"bulk","GET","DMA/AMA",364,NA,"bulk","",26.19714286,29.37142857,0.102741429,0.166628571,188,255.9428571,460.3142857,199.1,201.0428571,219.6,211.7,1.130742857,4.804857143,55.55714286,6.257,56.00142857,2.398714286,-18.79857143,8.381571429,3.442142857,112.2285714,92.56428571,118.0428571,26.92714286,13.13557143,0.89,0.89,1.13,4.41,8.12,7.36,9.25,11.77,-16.1536202777778,2005,"WPO","seagreen"
"8","100066_108061_3909","YFT","CFF_05-01_6_U_108061","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","unknown","PO","21.04.2005",167.3,-21.4,"NC","unknown",999,110,"FL",NA,NA,NA,"",-17,"45",9.1,"12.9",3.5,"bulk","GET","DMA/AMA",272,NA,"bulk","",26.19714286,29.37142857,0.102741429,0.166628571,188,255.9428571,460.3142857,199.1,201.0428571,219.6,211.7,1.130742857,4.804857143,55.55714286,6.257,56.00142857,2.398714286,-18.79857143,8.381571429,3.442142857,112.2285714,92.56428571,118.0428571,26.92714286,13.13557143,0.89,0.89,1.13,4.41,8.12,7.36,9.25,11.77,-17,2005,"WPO","seagreen"
"9","100069_108064_3912","YFT","CFF_05-01_9_A_3912","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","23.04.2005",167.7,-20.8,"NC","unknown",999,100,"FL",NA,NA,NA,"",-16.1,"45",13.6,"13.9",3.2,"bulk","GET","DMA/AMA",599,NA,"bulk","",27.07857143,26.55714286,0.081458571,0.154242857,209.1285714,265.3285714,441.4142857,195.1142857,195.7285714,217.5571429,208.7857143,1.013285714,4.465571429,53.06714286,5.353857143,53.37428571,2.438857143,-18.94857143,8.769142857,3.670714286,116.9,98.49285714,123.4,19.59857143,11.86428571,0.91,0.91,7.17,4.96,7.39,7.42,14.56,12.38,-16.1,2005,"WPO","seagreen"
"10","100070_108065_3913","YFT","CFF_05-01_10_U_108065","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","unknown","PO","24.04.2005",167.1,-20.5,"NC","unknown",999,114,"FL",NA,NA,NA,"",-17.7,"47",8.7,"12.2",3.9,"bulk","GET","DMA/AMA",279,NA,"bulk","",27.07857143,26.55714286,0.081458571,0.154242857,209.1285714,265.3285714,441.4142857,195.1142857,195.7285714,217.5571429,208.7857143,1.013285714,4.465571429,53.06714286,5.353857143,53.37428571,2.438857143,-18.94857143,8.769142857,3.670714286,116.9,98.49285714,123.4,19.59857143,11.86428571,0.91,0.91,7.17,4.96,7.39,7.42,14.56,12.38,-16.1580341025641,2005,"WPO","seagreen"
"11","100071_108066_3914","YFT","CFF_05-01_11_U_108066","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","unknown","PO","24.04.2005",167.1,-20.5,"NC","unknown",999,115,"FL",NA,NA,NA,"",-16.8,"45",8.5,"13.5",3.4,"bulk","GET","DMA/AMA",272,NA,"bulk","",27.07857143,26.55714286,0.081458571,0.154242857,209.1285714,265.3285714,441.4142857,195.1142857,195.7285714,217.5571429,208.7857143,1.013285714,4.465571429,53.06714286,5.353857143,53.37428571,2.438857143,-18.94857143,8.769142857,3.670714286,116.9,98.49285714,123.4,19.59857143,11.86428571,0.91,0.91,7.17,4.96,7.39,7.42,14.56,12.38,-16.8,2005,"WPO","seagreen"
"12","100074_108069_3918","YFT","CFF_05-01_14_U_108069","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","unknown","PO","25.04.2005",166.3,-20.8,"NC","unknown",999,119,"FL",NA,NA,NA,"",-17,"46",9.4,"12.9",3.6,"bulk","GET","DMA/AMA",303,NA,"bulk","",27.11857143,32.08428571,0.081244286,0.155028571,207.7142857,264.7571429,443.0428571,194.9,195.6285714,217.6,208.7285714,1.020514286,4.412428571,54.39428571,5.247285714,53.22714286,2.439714286,-18.94714286,7.201857143,3.627857143,116.9,96.99142857,123.7142857,19.91571429,12.12714286,0.91,0.91,7.17,4.96,7.39,7.42,14.56,12.38,-15.9536202777778,2005,"WPO","seagreen"
"13","100077_108072_3921","YFT","CFF_05-01_17_U_108072","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","unknown","PO","25.04.2005",166.3,-20.8,"NC","unknown",999,107,"FL",NA,NA,NA,"",-17,"45",9.5,"12.5",3.6,"bulk","GET","DMA/AMA",287,NA,"bulk","",27.11857143,32.08428571,0.081244286,0.155028571,207.7142857,264.7571429,443.0428571,194.9,195.6285714,217.6,208.7285714,1.020514286,4.412428571,54.39428571,5.247285714,53.22714286,2.439714286,-18.94714286,7.201857143,3.627857143,116.9,96.99142857,123.7142857,19.91571429,12.12714286,0.91,0.91,7.17,4.96,7.39,7.42,14.56,12.38,-15.9536202777778,2005,"WPO","seagreen"
"14","100079_108074_3923","YFT","CFF_05-01_18_U_108074","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","unknown","PO","26.04.2005",165.5,-20.5,"NC","unknown",999,103,"FL",NA,NA,NA,"",-16.7,"45",8.9,"13.4",3.4,"bulk","GET","DMA/AMA",280,NA,"bulk","",27.11857143,32.08428571,0.081244286,0.155028571,207.7142857,264.7571429,443.0428571,194.9,195.6285714,217.6,208.7285714,1.020514286,4.412428571,54.39428571,5.247285714,53.22714286,2.439714286,-18.94714286,7.201857143,3.627857143,116.9,96.99142857,123.7142857,19.91571429,12.12714286,0.91,0.91,1.47,4.96,7.25,7.25,8.72,12.21,-16.7,2005,"WPO","seagreen"
"15","100081_108076_3925","YFT","CFF_05-01_20_U_108076","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","unknown","PO","26.04.2005",165.5,-20.5,"NC","unknown",999,101,"FL",NA,NA,NA,"",-17.1,"45",9.2,"12.9",3.5,"bulk","GET","DMA/AMA",295,NA,"bulk","",27.11857143,32.08428571,0.081244286,0.155028571,207.7142857,264.7571429,443.0428571,194.9,195.6285714,217.6,208.7285714,1.020514286,4.412428571,54.39428571,5.247285714,53.22714286,2.439714286,-18.94714286,7.201857143,3.627857143,116.9,96.99142857,123.7142857,19.91571429,12.12714286,0.91,0.91,1.47,4.96,7.25,7.25,8.72,12.21,-17.1,2005,"WPO","seagreen"
"16","100188_108183_4039","BET","PNGTAG_07-01_93_A_4039","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","A","PO","28.02.2007",150.5,-6.5,"PG","M",999,59,"FL",NA,NA,NA,"",-17.6,"45",14.7,"12.4",3.6,"bulk","GET","DMA/AMA",222,NA,"bulk","",28.68714286,22.55142857,0.203985714,0.363971429,178.4857143,222.4571429,406.0285714,178.5857143,175.9571429,181.2571429,208.4,0.810842857,2.558142857,38.47285714,64.80428571,93.76571429,2.425142857,-17.64714286,10.05642857,4.345428571,75.16857143,63.63857143,101.6342857,56.61857143,33.30571429,1.06,1.06,2.89,1.98,11.56,10.96,14.45,12.94,-16.5536202777778,2007,"WPO","seagreen"
"17","100241_108236_4099","YFT","Pamela_601_4_A_4099","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","26.08.2006",200.3,-21.2,"CK","unknown",999,58,"FL",NA,NA,NA,"",-16,"44",9.9,"13.9",3.2,"bulk","GET","DMA/AMA",298,NA,"bulk","",25.33,48.71285714,0.032782857,0.050298571,218.0285714,266.9142857,422.0428571,202.0857143,209,215.4714286,209.6428571,0.5687,3.367571429,6.843285714,2.838714286,19.87857143,2.410428571,-20.00285714,6.556714286,4.672428571,182,130.6285714,176.0142857,6.406714286,6.405428571,0.92,0.92,5.59,5.6,10.89,10.89,16.48,16.49,-16,2006,"EPO","blue"
"18","100250_108245_4109","YFT","Pamela_601_10_A_4109","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","14.10.2006",200.3,-21.3,"CK","unknown",999,79,"FL",NA,NA,NA,"",-16.1,"43",13.6,"13.6",3.2,"bulk","GET","DMA/AMA",350,NA,"bulk","",24.86142857,49.88142857,0.0331,0.051041429,219.6857143,268.4714286,423.4428571,202.0857143,209.0714286,215.2571429,210.6,0.566771429,3.376,6.765571429,2.855857143,19.83571429,2.408571429,-20.00857143,6.364714286,4.701714286,182,128.7,178.5428571,6.376857143,6.605571429,0.92,0.92,5.59,5.6,10.89,10.89,16.48,16.49,-16.1,2006,"EPO","blue"
"19","100258_108253_4117","YFT","Pamela_601_2_A_4117","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","26.08.2006",200.2,-21.2,"CK","unknown",999,77,"FL",NA,NA,NA,"",-16,"44",9.3,"14.1",3.1,"bulk","GET","DMA/AMA",663,NA,"bulk","",25.33,48.71285714,0.032782857,0.050298571,218.0285714,266.9142857,422.0428571,202.0857143,209,215.4714286,209.6428571,0.5687,3.367571429,6.843285714,2.838714286,19.87857143,2.410428571,-20.00285714,6.556714286,4.672428571,182,130.6285714,176.0142857,6.406714286,6.405428571,0.92,0.92,5.59,5.6,10.89,10.89,16.48,16.49,-16,2006,"EPO","blue"
"20","100261_108256_4120","YFT","Pamela_601_15_A_4120","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","14.10.2006",200.3,-21.3,"CK","unknown",999,68,"FL",NA,NA,NA,"",-16.1,"44",10.6,"13.9",3.1,"bulk","GET","DMA/AMA",486,NA,"bulk","",24.86142857,49.88142857,0.0331,0.051041429,219.6857143,268.4714286,423.4428571,202.0857143,209.0714286,215.2571429,210.6,0.566771429,3.376,6.765571429,2.855857143,19.83571429,2.408571429,-20.00857143,6.364714286,4.701714286,182,128.7,178.5428571,6.376857143,6.605571429,0.92,0.92,5.59,5.6,10.89,10.89,16.48,16.49,-16.1,2006,"EPO","blue"
"21","100262_108257_4121","YFT","Pamela_601_9_A_4121","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","11.10.2006",200.3,-21.3,"CK","unknown",999,66,"FL",NA,NA,NA,"",-16.4,"45",10,"14.2",3.2,"bulk","GET","DMA/AMA",462,NA,"bulk","",24.86142857,49.88142857,0.0331,0.051041429,219.6857143,268.4714286,423.4428571,202.0857143,209.0714286,215.2571429,210.6,0.566771429,3.376,6.765571429,2.855857143,19.83571429,2.408571429,-20.00857143,6.364714286,4.701714286,182,128.7,178.5428571,6.376857143,6.605571429,0.92,0.92,5.59,5.6,10.89,10.89,16.48,16.49,-16.4,2006,"EPO","blue"
"22","100263_108258_4122","YFT","Pamela_601_3_A_4122","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","26.08.2006",200.3,-21.3,"CK","unknown",999,60,"FL",NA,NA,NA,"",-16,"44",12.4,"14.2",3.1,"bulk","GET","DMA/AMA",224,NA,"bulk","",25.33,48.71285714,0.032782857,0.050298571,218.0285714,266.9142857,422.0428571,202.0857143,209,215.4714286,209.6428571,0.5687,3.367571429,6.843285714,2.838714286,19.87857143,2.410428571,-20.00285714,6.556714286,4.672428571,182,130.6285714,176.0142857,6.406714286,6.405428571,0.92,0.92,5.59,5.6,10.89,10.89,16.48,16.49,-16,2006,"EPO","blue"
"23","100418_108413_","SKJ","PNGTAG_07-01-034","CPS/Allain","Katsuwonus pelamis","fish","Scombridae","white muscle","A","PO","08.04.2007",148.9,-2.4,"PG","M",999,44,"FL",NA,NA,NA,"",-17.07,"42.51",11.84,"12.19",3.49,"bulk","IRD NOUMEA","",161.8,NA,"bulk","",29.77,20.68142857,0.193442857,0.379285714,174.0285714,201.5142857,320.0571429,172.2285714,172.6714286,185.5285714,201.9714286,0.686571429,2.298571429,62.30571429,66.85571429,108.1571429,2.502714286,-17.62285714,8.955,5.002571429,92.64142857,63.64,97.41714286,59.90571429,27.97,1.1,1.11,0.99,1.52,11.45,11.45,12.44,12.97,-17.07,2007,"WPO","seagreen"
"24","100455_108450_","SKJ","PNGTAG_07-01_054","CPS/Allain","Katsuwonus pelamis","fish","Scombridae","white muscle","A","PO","09.04.2007",147.9,-2.6,"PG","M",999,41,"FL",NA,NA,NA,"",-16.49,"42.74",10.73,"13.4",3.19,"bulk","IRD NOUMEA","",152.5,NA,"bulk","",29.77,20.68142857,0.193442857,0.379285714,174.0285714,201.5142857,320.0571429,172.2285714,172.6714286,185.5285714,201.9714286,0.686571429,2.298571429,62.30571429,66.85571429,108.1571429,2.502714286,-17.62285714,8.955,5.002571429,92.64142857,63.64,97.41714286,59.90571429,27.97,1.11,1.11,0.75,1.25,9.5,10.03,10.25,11.28,-16.49,2007,"WPO","seagreen"
"25","100497_108497_","SKJ","PNGTAG_07-01_012","CPS/Allain","Katsuwonus pelamis","fish","Scombridae","white muscle","A","PO","19.04.2007",149.6,-2.7,"PG","F",999,50,"FL",NA,NA,NA,"",-19.33,"51.24",10.82,"10.6",4.84,"bulk","IRD NOUMEA","",103.2,NA,"bulk","",29.85714286,20.24285714,0.192985714,0.378242857,173.9142857,201.3142857,320.8714286,173.1714286,173.2,186.9857143,201.8,0.634614286,2.131571429,62.25428571,68.37714286,110.2557143,2.506714286,-17.62857143,9.502571429,5.189142857,89.75,62.21142857,95.12571429,57.34,27.71285714,1.1,1.11,0.99,1.52,11.45,11.45,12.44,12.97,-16.6330316115702,2007,"WPO","seagreen"
"26","100501_108501_","SKJ","PNGTAG_07-01_016","CPS/Allain","Katsuwonus pelamis","fish","Scombridae","white muscle","A","PO","19.04.2007",149.6,-2.7,"PG","F",999,53,"FL",NA,NA,NA,"",-19.25,"50.03",12.89,"10.58",4.73,"bulk","IRD NOUMEA","",141.5,NA,"bulk","",29.85714286,20.24285714,0.192985714,0.378242857,173.9142857,201.3142857,320.8714286,173.1714286,173.2,186.9857143,201.8,0.634614286,2.131571429,62.25428571,68.37714286,110.2557143,2.506714286,-17.62857143,9.502571429,5.189142857,89.75,62.21142857,95.12571429,57.34,27.71285714,1.1,1.11,0.99,1.52,11.45,11.45,12.44,12.97,-16.6644742071882,2007,"WPO","seagreen"
"27","100503_108503_","SKJ","PNGTAG_07-01_017","CPS/Allain","Katsuwonus pelamis","fish","Scombridae","white muscle","A","PO","19.04.2007",149.6,-2.7,"PG","M",999,56,"FL",NA,NA,NA,"",-17.85,"47.05",16.26,"11.94",3.94,"bulk","IRD NOUMEA","",124.2,NA,"bulk","",29.85714286,20.24285714,0.192985714,0.378242857,173.9142857,201.3142857,320.8714286,173.1714286,173.2,186.9857143,201.8,0.634614286,2.131571429,62.25428571,68.37714286,110.2557143,2.506714286,-17.62857143,9.502571429,5.189142857,89.75,62.21142857,95.12571429,57.34,27.71285714,1.1,1.11,0.99,1.52,11.45,11.45,12.44,12.97,-16.2476581218274,2007,"WPO","seagreen"
"28","100504_108504_","SKJ","PNGTAG_07-01_013","CPS/Allain","Katsuwonus pelamis","fish","Scombridae","white muscle","A","PO","19.04.2007",149.6,-2.7,"PG","M",999,47,"FL",NA,NA,NA,"",-17.88,"44.43",15.74,"11.5",3.86,"bulk","IRD NOUMEA","",86.3,NA,"bulk","",29.85714286,20.24285714,0.192985714,0.378242857,173.9142857,201.3142857,320.8714286,173.1714286,173.2,186.9857143,201.8,0.634614286,2.131571429,62.25428571,68.37714286,110.2557143,2.506714286,-17.62857143,9.502571429,5.189142857,89.75,62.21142857,95.12571429,57.34,27.71285714,1.1,1.11,0.99,1.52,11.45,11.45,12.44,12.97,-16.3996613989637,2007,"WPO","seagreen"
"29","100505_108505_","SKJ","PNGTAG_07-01_018","CPS/Allain","Katsuwonus pelamis","fish","Scombridae","white muscle","A","PO","19.04.2007",149.6,-2.7,"PG","M",999,49,"FL",NA,NA,NA,"",-18.37,"46.73",10.72,"11.18",4.18,"bulk","IRD NOUMEA","",141.9,NA,"bulk","",29.85714286,20.24285714,0.192985714,0.378242857,173.9142857,201.3142857,320.8714286,173.1714286,173.2,186.9857143,201.8,0.634614286,2.131571429,62.25428571,68.37714286,110.2557143,2.506714286,-17.62857143,9.502571429,5.189142857,89.75,62.21142857,95.12571429,57.34,27.71285714,1.1,1.11,0.99,1.52,11.45,11.45,12.44,12.97,-16.4296681818182,2007,"WPO","seagreen"
"30","100507_108507_","SKJ","PNGTAG_07-01_19","CPS/Allain","Katsuwonus pelamis","fish","Scombridae","white muscle","A","PO","19.04.2007",149.6,-2.7,"PG","M",999,53,"FL",NA,NA,NA,"",-19.75,"50.18",10.09,"9.64",5.2,"bulk","IRD NOUMEA","",155.7,NA,"bulk","",29.85714286,20.24285714,0.192985714,0.378242857,173.9142857,201.3142857,320.8714286,173.1714286,173.2,186.9857143,201.8,0.634614286,2.131571429,62.25428571,68.37714286,110.2557143,2.506714286,-17.62857143,9.502571429,5.189142857,89.75,62.21142857,95.12571429,57.34,27.71285714,1.1,1.11,0.99,1.52,11.45,11.45,12.44,12.97,-16.7212755769231,2007,"WPO","seagreen"
"31","100508_108508_","SKJ","PNGTAG_07-01_11#142","CPS/Allain","Katsuwonus pelamis","fish","Scombridae","white muscle","A","PO","19.04.2007",149.6,-2.7,"PG","M",999,49,"FL",NA,NA,NA,"",-20.27,"52.48",9.74,"9.05",5.8,"bulk","IRD NOUMEA","",109.7,NA,"bulk","",29.85714286,20.24285714,0.192985714,0.378242857,173.9142857,201.3142857,320.8714286,173.1714286,173.2,186.9857143,201.8,0.634614286,2.131571429,62.25428571,68.37714286,110.2557143,2.506714286,-17.62857143,9.502571429,5.189142857,89.75,62.21142857,95.12571429,57.34,27.71285714,1.1,1.11,0.99,1.52,11.45,11.45,12.44,12.97,-16.7798677586207,2007,"WPO","seagreen"
"32","100509_108509_","SKJ","PNGTAG_07-01_014","CPS/Allain","Katsuwonus pelamis","fish","Scombridae","white muscle","A","PO","19.04.2007",149.6,-2.7,"PG","F",999,48,"FL",NA,NA,NA,"",-20.25,"51.81",10.56,"8.92",5.81,"bulk","IRD NOUMEA","",123.8,NA,"bulk","",29.85714286,20.24285714,0.192985714,0.378242857,173.9142857,201.3142857,320.8714286,173.1714286,173.2,186.9857143,201.8,0.634614286,2.131571429,62.25428571,68.37714286,110.2557143,2.506714286,-17.62857143,9.502571429,5.189142857,89.75,62.21142857,95.12571429,57.34,27.71285714,1.1,1.11,0.99,1.52,11.45,11.45,12.44,12.97,-16.7529850258176,2007,"WPO","seagreen"
"33","100512_108512_","SKJ","PNGTAG_07-01_020","CPS/Allain","Katsuwonus pelamis","fish","Scombridae","white muscle","A","PO","19.04.2007",149.6,-2.7,"PG","F",999,46,"FL",NA,NA,NA,"",-20.86,"53.57",10.1,"7.69",6.97,"bulk","IRD NOUMEA","",118.4,NA,"bulk","",29.85714286,20.24285714,0.192985714,0.378242857,173.9142857,201.3142857,320.8714286,173.1714286,173.2,186.9857143,201.8,0.634614286,2.131571429,62.25428571,68.37714286,110.2557143,2.506714286,-17.62857143,9.502571429,5.189142857,89.75,62.21142857,95.12571429,57.34,27.71285714,1.1,1.11,0.99,1.52,11.45,11.45,12.44,12.97,-16.6986087517934,2007,"WPO","seagreen"
"34","100513_108513_","SKJ","PNGTAG_07-01_015","CPS/Allain","Katsuwonus pelamis","fish","Scombridae","white muscle","A","PO","19.04.2007",149.6,-2.7,"PG","M",999,53,"FL",NA,NA,NA,"",-19.1,"51.41",17.83,"9.97",5.16,"bulk","IRD NOUMEA","",103.7,NA,"bulk","",29.85714286,20.24285714,0.192985714,0.378242857,173.9142857,201.3142857,320.8714286,173.1714286,173.2,186.9857143,201.8,0.634614286,2.131571429,62.25428571,68.37714286,110.2557143,2.506714286,-17.62857143,9.502571429,5.189142857,89.75,62.21142857,95.12571429,57.34,27.71285714,1.1,1.11,0.99,1.52,11.45,11.45,12.44,12.97,-16.1058513565891,2007,"WPO","seagreen"
"35","100606_108606_","SKJ","PNGTAG_07-01_009","CPS/Allain","Katsuwonus pelamis","fish","Scombridae","white muscle","A","PO","10.04.2007",148.7,-2.8,"PG","F",999,41,"FL",NA,NA,NA,"",-17.7,"45.17",11.15,"11.96",3.78,"bulk","IRD NOUMEA","",128.8,NA,"bulk","",29.77,20.68142857,0.193442857,0.379285714,174.0285714,201.5142857,320.0571429,172.2285714,172.6714286,185.5285714,201.9714286,0.686571429,2.298571429,62.30571429,66.85571429,108.1571429,2.502714286,-17.62285714,8.955,5.002571429,92.64142857,63.64,97.41714286,59.90571429,27.97,1.11,1.11,0.75,1.25,9.5,10.03,10.25,11.28,-16.3468288359788,2007,"WPO","seagreen"
"36","100611_108611_","SKJ","PNGTAG_07-01_11#113","CPS/Allain","Katsuwonus pelamis","fish","Scombridae","white muscle","A","PO","10.04.2007",148.7,-2.8,"PG","F",999,41,"FL",NA,NA,NA,"",-17.01,"43.5",10.42,"12.73",3.42,"bulk","IRD NOUMEA","",110.8,NA,"bulk","",29.77,20.68142857,0.193442857,0.379285714,174.0285714,201.5142857,320.0571429,172.2285714,172.6714286,185.5285714,201.9714286,0.686571429,2.298571429,62.30571429,66.85571429,108.1571429,2.502714286,-17.62285714,8.955,5.002571429,92.64142857,63.64,97.41714286,59.90571429,27.97,1.11,1.11,0.75,1.25,9.5,10.03,10.25,11.28,-17.01,2007,"WPO","seagreen"
"37","100612_108612_","SKJ","PNGTAG_07-01_005","CPS/Allain","Katsuwonus pelamis","fish","Scombridae","white muscle","A","PO","10.04.2007",148.7,-2.8,"PG","M",999,44,"FL",NA,NA,NA,"",-16.88,"44.22",11.6,"12.73",3.47,"bulk","IRD NOUMEA","",138.4,NA,"bulk","",29.77,20.68142857,0.193442857,0.379285714,174.0285714,201.5142857,320.0571429,172.2285714,172.6714286,185.5285714,201.9714286,0.686571429,2.298571429,62.30571429,66.85571429,108.1571429,2.502714286,-17.62285714,8.955,5.002571429,92.64142857,63.64,97.41714286,59.90571429,27.97,1.11,1.11,0.75,1.25,9.5,10.03,10.25,11.28,-16.88,2007,"WPO","seagreen"
"38","100733_108733_4617","YFT","MLC_06-01_16_A_108733","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","27.04.2006",159.8,-23.3,"NC","unknown",999,116,"FL",NA,NA,NA,"",-17.2,"44",11.7,"13.5",3.3,"bulk","GET","DMA/AMA",915,NA,"bulk","",25.60714286,30.72142857,0.148728571,0.218128571,132.3285714,246.9714286,479.5857143,195.7285714,199.9571429,219.6142857,216.6571429,1.237314286,4.662285714,46.67428571,9.310714286,61.83142857,2.359142857,-18.42714286,9.360428571,3.527142857,95.56714286,78.02142857,111.4428571,43.36,18.03428571,0.88,0.88,3.94,3.94,4.63,4.7,8.57,8.64,-17.2,2006,"WPO","seagreen"
