"","fish_identifier","c_sp_fao","sample_label","sample_owner","scientific_name","sp_category","family","tissue","sample_position","c_ocean","sampling_date","lon_dec","lat_dec","EEZ","sex","macro_matury_stage","length_cm","c_length","whole_fishweight_kg","water_content","lipid_content","isoNC_lab","d13C_pm","X_C","d15N_pm","X_N","C_N","isoNC_sample_status","THg_lab","THg_analysis_method","THg_dw_ppb","THg_ww_ppb","THg_sample_status","comment","SST","MLD","Chl.a","NPP","d20","d18","d12","O2_375m","O2_200m","O2_100m","O2_50m","OCRR_375m","OCRR_200m","OCRR_100m","OCRR_50m","OCRR_total","d13Cdic","d13Cpom","d15Nno3","d15Npom","doxycline","dmaxremin","dnethetero","export_100m","export_dnethetero","Hg0_2x2.5","Hg0_6x7.5","drydep_2x2.5","drydep_6x7.5","wetdep_2x2.5","wetdep_6x7.5","totdep_2x2.5","totdep_6x7.5","d13C_cor","sample_year","region","region.col"
"4909","P257","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","28.01.2013",55.9,-6.1,"","F",5,42,"FL",1.6,NA,1.487145682,"Union College",-17.1,"42.32",11.36,"13.81",3.06,"lipidfree","SFA","DMA/AMA",206.8,NA,"","lipid free sample in LEMAR too",28.03857143,14.63,0.300628571,0.518871429,71.53428571,109.1285714,365.2714286,170.2,173.2,177.1,212.5571429,1.008071429,2.282571429,18.13142857,159.3285714,103.3885714,2.045,-17.68857143,7.775142857,2.966142857,59.33,40.72428571,85.17,76.68142857,52.91285714,1.07,1.07,2.15,2.15,11.4,11.4,13.55,13.55,-17.1,2013,"IO","gold"
"4910","P259","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","24.03.2013",46.2,-12.2,"","F",4,46,"FL",1.8,NA,NA,"LIENSs",-17.61,"44.25",9.92,"14.75",3,"lipidfree","SFA","DMA/AMA",315.5,NA,"","",29.18,17.04714286,0.110157143,0.209957143,163.8,209.5714286,440.5142857,189.4142857,178.0142857,213.7142857,209.3285714,0.973228571,3.555,70.27857143,4.640857143,61.91857143,2.265857143,-18.80428571,7.696571429,2.366,112.4128571,92.60285714,118.1714286,34.64428571,15.03285714,1.02,1.02,1.27,1.61,5.36,5.36,6.63,6.97,-17.61,2013,"IO","gold"
"4911","P260","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","24.03.2013",46.2,-12.2,"","M",3,58,"FL",4.2,NA,NA,"LIENSs",-17.16,"43.03",11.24,"14.44",2.98,"lipidfree","SFA","DMA/AMA",539.5,NA,"","",29.18,17.04714286,0.110157143,0.209957143,163.8,209.5714286,440.5142857,189.4142857,178.0142857,213.7142857,209.3285714,0.973228571,3.555,70.27857143,4.640857143,61.91857143,2.265857143,-18.80428571,7.696571429,2.366,112.4128571,92.60285714,118.1714286,34.64428571,15.03285714,1.02,1.02,1.27,1.61,5.36,5.36,6.63,6.97,-17.16,2013,"IO","gold"
"4912","P261","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","24.03.2013",46.2,-12.2,"","M",3,47,"FL",2.1,NA,NA,"LIENSs",-17.17,"44.72",10.32,"15.02",2.98,"lipidfree","SFA","DMA/AMA",376.3,NA,"","",29.18,17.04714286,0.110157143,0.209957143,163.8,209.5714286,440.5142857,189.4142857,178.0142857,213.7142857,209.3285714,0.973228571,3.555,70.27857143,4.640857143,61.91857143,2.265857143,-18.80428571,7.696571429,2.366,112.4128571,92.60285714,118.1714286,34.64428571,15.03285714,1.02,1.02,1.27,1.61,5.36,5.36,6.63,6.97,-17.17,2013,"IO","gold"
"4913","P263","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","24.03.2013",46.2,-12.2,"","F",4,54,"FL",3.3,NA,NA,"LIENSs",-16.97,"45.52",10.68,"15.18",3,"lipidfree","SFA","DMA/AMA",639.3,NA,"","",29.18,17.04714286,0.110157143,0.209957143,163.8,209.5714286,440.5142857,189.4142857,178.0142857,213.7142857,209.3285714,0.973228571,3.555,70.27857143,4.640857143,61.91857143,2.265857143,-18.80428571,7.696571429,2.366,112.4128571,92.60285714,118.1714286,34.64428571,15.03285714,1.02,1.02,1.27,1.61,5.36,5.36,6.63,6.97,-16.97,2013,"IO","gold"
"4914","P266","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","24.03.2013",46.2,-12.2,"","F",4,NA,"FL",2.2,NA,NA,"LIENSs",-17.3,"44.64",9.27,"14.74",3.03,"lipidfree","SFA","DMA/AMA",324,NA,"","",29.18,17.04714286,0.110157143,0.209957143,163.8,209.5714286,440.5142857,189.4142857,178.0142857,213.7142857,209.3285714,0.973228571,3.555,70.27857143,4.640857143,61.91857143,2.265857143,-18.80428571,7.696571429,2.366,112.4128571,92.60285714,118.1714286,34.64428571,15.03285714,NA,NA,NA,NA,NA,NA,NA,NA,-17.3,2013,"IO","gold"
"4915","P267","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","24.03.2013",46.2,-12.2,"","M",3,49,"FL",2.4,NA,NA,"LIENSs",-17.37,"44.66",10.07,"14.75",3.03,"lipidfree","SFA","DMA/AMA",465.3,NA,"","",29.18,17.04714286,0.110157143,0.209957143,163.8,209.5714286,440.5142857,189.4142857,178.0142857,213.7142857,209.3285714,0.973228571,3.555,70.27857143,4.640857143,61.91857143,2.265857143,-18.80428571,7.696571429,2.366,112.4128571,92.60285714,118.1714286,34.64428571,15.03285714,1.02,1.02,1.27,1.61,5.36,5.36,6.63,6.97,-17.37,2013,"IO","gold"
"4916","P270","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","24.03.2013",46.2,-12.2,"","F",4,47,"FL",1.9,NA,NA,"LIENSs",-17.42,"45.82",9.98,"15.2",3.01,"lipidfree","SFA","DMA/AMA",207.5,NA,"","",29.18,17.04714286,0.110157143,0.209957143,163.8,209.5714286,440.5142857,189.4142857,178.0142857,213.7142857,209.3285714,0.973228571,3.555,70.27857143,4.640857143,61.91857143,2.265857143,-18.80428571,7.696571429,2.366,112.4128571,92.60285714,118.1714286,34.64428571,15.03285714,1.02,1.02,1.27,1.61,5.36,5.36,6.63,6.97,-17.42,2013,"IO","gold"
"4917","P271","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","14.03.2013",42.4,-11.5,"","M",4,47,"FL",1.8,NA,NA,"LIENSs",-17.04,"46.76",11.03,"15.45",3.03,"lipidfree","","",NA,NA,"","",28.69428571,26.18571429,0.12341,0.237085714,153.8428571,193.9571429,412.9571429,189.3571429,176.4714286,211.0428571,209.6571429,1.016528571,3.617714286,79.35142857,7.186285714,71.27571429,2.258142857,-18.41285714,6.607428571,2.535428571,112.5414286,88.19285714,116.0428571,44.70571429,18.15714286,NA,NA,NA,NA,NA,NA,NA,NA,-17.04,2013,"IO","gold"
"4918","P272","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","14.03.2013",42.4,-11.5,"","M",3,47,"FL",1.6,NA,NA,"LIENSs",-16.83,"48.75",10.24,"16.09",3.03,"lipidfree","","",NA,NA,"","",28.69428571,26.18571429,0.12341,0.237085714,153.8428571,193.9571429,412.9571429,189.3571429,176.4714286,211.0428571,209.6571429,1.016528571,3.617714286,79.35142857,7.186285714,71.27571429,2.258142857,-18.41285714,6.607428571,2.535428571,112.5414286,88.19285714,116.0428571,44.70571429,18.15714286,NA,NA,NA,NA,NA,NA,NA,NA,-16.83,2013,"IO","gold"
"4919","P273","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","14.03.2013",42.4,-11.5,"","F",4,48,"FL",1.8,NA,NA,"LIENSs",-16.96,"46.68",10.45,"15.35",3.04,"lipidfree","SFA","DMA/AMA",415.3,NA,"","",28.69428571,26.18571429,0.12341,0.237085714,153.8428571,193.9571429,412.9571429,189.3571429,176.4714286,211.0428571,209.6571429,1.016528571,3.617714286,79.35142857,7.186285714,71.27571429,2.258142857,-18.41285714,6.607428571,2.535428571,112.5414286,88.19285714,116.0428571,44.70571429,18.15714286,1.03,1.03,1.44,1.88,4.84,5.36,6.28,7.24,-16.96,2013,"IO","gold"
"4920","P274","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","15.03.2013",42.6,-11,"","Ind",0,33,"FL",0.6,NA,NA,"LIENSs",-16.74,"44.59",10.11,"14.79",3.02,"lipidfree","","",NA,NA,"","",28.69428571,26.18571429,0.12341,0.237085714,153.8428571,193.9571429,412.9571429,189.3571429,176.4714286,211.0428571,209.6571429,1.016528571,3.617714286,79.35142857,7.186285714,71.27571429,2.258142857,-18.41285714,6.607428571,2.535428571,112.5414286,88.19285714,116.0428571,44.70571429,18.15714286,NA,NA,NA,NA,NA,NA,NA,NA,-16.74,2013,"IO","gold"
"4921","P276","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","15.03.2013",42.6,-11,"","F",1,38,"FL",1.1,NA,NA,"LIENSs",-16.85,"43.9",10.79,"14.52",3.02,"lipidfree","","",NA,NA,"","",28.69428571,26.18571429,0.12341,0.237085714,153.8428571,193.9571429,412.9571429,189.3571429,176.4714286,211.0428571,209.6571429,1.016528571,3.617714286,79.35142857,7.186285714,71.27571429,2.258142857,-18.41285714,6.607428571,2.535428571,112.5414286,88.19285714,116.0428571,44.70571429,18.15714286,NA,NA,NA,NA,NA,NA,NA,NA,-16.85,2013,"IO","gold"
"4922","P277","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","15.03.2013",42.6,-11,"","Ind",0,39,"FL",1.2,NA,NA,"LIENSs",-16.99,"46.39",10.51,"15.18",3.06,"lipidfree","SFA","DMA/AMA",277.5,NA,"","",28.69428571,26.18571429,0.12341,0.237085714,153.8428571,193.9571429,412.9571429,189.3571429,176.4714286,211.0428571,209.6571429,1.016528571,3.617714286,79.35142857,7.186285714,71.27571429,2.258142857,-18.41285714,6.607428571,2.535428571,112.5414286,88.19285714,116.0428571,44.70571429,18.15714286,1.03,1.03,1.44,1.88,4.84,5.36,6.28,7.24,-16.99,2013,"IO","gold"
"4923","P278","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","21.03.2013",45.8,-13.3,"","Ind",0,36,"FL",0.7,NA,NA,"LIENSs",-16.72,"46.45",7.71,"15.36",3.02,"lipidfree","","",NA,NA,"","",29.32285714,23.06428571,0.089218571,0.2042,168.0285714,214.1714286,444.3714286,189.9428571,180.5857143,217.1,209.6142857,0.954971429,3.423142857,64.86714286,3.204571429,56.14857143,2.275714286,-19.18428571,9.870714286,2.287857143,115.6,98.53142857,125.9142857,24.38857143,13.46714286,NA,NA,NA,NA,NA,NA,NA,NA,-16.72,2013,"IO","gold"
"4924","P279","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","21.03.2013",45.8,-13.3,"","F",1,40,"FL",1.2,NA,NA,"LIENSs",-16.45,"45.49",7.85,"15.2",2.99,"lipidfree","","",NA,NA,"","",29.32285714,23.06428571,0.089218571,0.2042,168.0285714,214.1714286,444.3714286,189.9428571,180.5857143,217.1,209.6142857,0.954971429,3.423142857,64.86714286,3.204571429,56.14857143,2.275714286,-19.18428571,9.870714286,2.287857143,115.6,98.53142857,125.9142857,24.38857143,13.46714286,NA,NA,NA,NA,NA,NA,NA,NA,-16.45,2013,"IO","gold"
"4925","P280","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","21.03.2013",45.8,-13.3,"","Ind",0,37,"FL",0.8,NA,NA,"LIENSs",-16.78,"44.7",7.89,"14.91",3,"lipidfree","","",NA,NA,"","",29.32285714,23.06428571,0.089218571,0.2042,168.0285714,214.1714286,444.3714286,189.9428571,180.5857143,217.1,209.6142857,0.954971429,3.423142857,64.86714286,3.204571429,56.14857143,2.275714286,-19.18428571,9.870714286,2.287857143,115.6,98.53142857,125.9142857,24.38857143,13.46714286,NA,NA,NA,NA,NA,NA,NA,NA,-16.78,2013,"IO","gold"
"4926","P281","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","22.03.2013",45.9,-12.6,"","M",3,51,"FL",2.4,NA,NA,"LIENSs",-17.08,"46.08",10.35,"15.21",3.03,"lipidfree","","",NA,NA,"","",29.18,17.04714286,0.110157143,0.209957143,163.8,209.5714286,440.5142857,189.4142857,178.0142857,213.7142857,209.3285714,0.973228571,3.555,70.27857143,4.640857143,61.91857143,2.265857143,-18.80428571,7.696571429,2.366,112.4128571,92.60285714,118.1714286,34.64428571,15.03285714,NA,NA,NA,NA,NA,NA,NA,NA,-17.08,2013,"IO","gold"
"4927","P282","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","22.03.2013",45.9,-12.6,"","Ind",0,34,"FL",0.7,NA,NA,"LIENSs",-16.76,"45.42",7.8,"15.06",3.02,"lipidfree","SFA","DMA/AMA",49.8,NA,"","",29.18,17.04714286,0.110157143,0.209957143,163.8,209.5714286,440.5142857,189.4142857,178.0142857,213.7142857,209.3285714,0.973228571,3.555,70.27857143,4.640857143,61.91857143,2.265857143,-18.80428571,7.696571429,2.366,112.4128571,92.60285714,118.1714286,34.64428571,15.03285714,1.02,1.02,1.27,1.61,5.36,5.36,6.63,6.97,-16.76,2013,"IO","gold"
"4928","P283","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","22.03.2013",45.9,-12.6,"","Ind",0,34,"FL",0.7,NA,NA,"LIENSs",-17.12,"46.37",7.9,"15.13",3.07,"lipidfree","SFA/Médieu","DMA/AMA",59,NA,"","",29.18,17.04714286,0.110157143,0.209957143,163.8,209.5714286,440.5142857,189.4142857,178.0142857,213.7142857,209.3285714,0.973228571,3.555,70.27857143,4.640857143,61.91857143,2.265857143,-18.80428571,7.696571429,2.366,112.4128571,92.60285714,118.1714286,34.64428571,15.03285714,1.02,1.02,1.27,1.61,5.36,5.36,6.63,6.97,-17.12,2013,"IO","gold"
"4929","P284","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","23.03.2013",45.9,-12.2,"","M",4,48,"FL",2.3,NA,NA,"LIENSs",-16.93,"45.67",9.75,"15.19",3.01,"lipidfree","SFA","DMA/AMA",503.3,NA,"","",29.18,17.04714286,0.110157143,0.209957143,163.8,209.5714286,440.5142857,189.4142857,178.0142857,213.7142857,209.3285714,0.973228571,3.555,70.27857143,4.640857143,61.91857143,2.265857143,-18.80428571,7.696571429,2.366,112.4128571,92.60285714,118.1714286,34.64428571,15.03285714,1.02,1.02,1.27,1.61,5.36,5.36,6.63,6.97,-16.93,2013,"IO","gold"
"4930","P285","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","23.03.2013",45.9,-12.2,"","F",4,51,"FL",2.6,NA,NA,"LIENSs",-16.9,"46.96",9.99,"15.65",3,"lipidfree","SFA","DMA/AMA",505,NA,"","",29.18,17.04714286,0.110157143,0.209957143,163.8,209.5714286,440.5142857,189.4142857,178.0142857,213.7142857,209.3285714,0.973228571,3.555,70.27857143,4.640857143,61.91857143,2.265857143,-18.80428571,7.696571429,2.366,112.4128571,92.60285714,118.1714286,34.64428571,15.03285714,1.02,1.02,1.27,1.61,5.36,5.36,6.63,6.97,-16.9,2013,"IO","gold"
"4931","P286","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","23.03.2013",45.9,-12.2,"","Ind",0,35,"FL",0.8,NA,NA,"LIENSs",-16.78,"46.94",8.19,"15.53",3.02,"lipidfree","SFA","DMA/AMA",68,NA,"","",29.18,17.04714286,0.110157143,0.209957143,163.8,209.5714286,440.5142857,189.4142857,178.0142857,213.7142857,209.3285714,0.973228571,3.555,70.27857143,4.640857143,61.91857143,2.265857143,-18.80428571,7.696571429,2.366,112.4128571,92.60285714,118.1714286,34.64428571,15.03285714,1.02,1.02,1.27,1.61,5.36,5.36,6.63,6.97,-16.78,2013,"IO","gold"
"4932","P287","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","24.03.2013",45,-11.7,"","Ind",0,34,"FL",0.7,NA,NA,"LIENSs",-16.76,"45.2",9.55,"14.98",3.02,"lipidfree","SFA","DMA/AMA",174.5,NA,"","",28.95714286,21.77,0.1454,0.257228571,153.4,198.8285714,425.9571429,189.3,177.1571429,207.6142857,210.2857143,0.988257143,3.347,66.93857143,7.951428571,69.43142857,2.248571429,-18.38,4.778428571,2.536,100.0885714,80.93,113.7571429,49.54714286,18.97714286,1.02,1.02,1.27,1.61,5.36,5.36,6.63,6.97,-16.76,2013,"IO","gold"
"4933","P288","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","24.03.2013",45,-11.7,"","Ind",0,34,"FL",0.7,NA,NA,"LIENSs",-16.67,"46.03",7.99,"15.02",3.06,"lipidfree","SFA","DMA/AMA",53,NA,"","",28.95714286,21.77,0.1454,0.257228571,153.4,198.8285714,425.9571429,189.3,177.1571429,207.6142857,210.2857143,0.988257143,3.347,66.93857143,7.951428571,69.43142857,2.248571429,-18.38,4.778428571,2.536,100.0885714,80.93,113.7571429,49.54714286,18.97714286,1.02,1.02,1.27,1.61,5.36,5.36,6.63,6.97,-16.67,2013,"IO","gold"
"4934","P289","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","27.03.2013",47.7,-12.3,"","M",3,51,"FL",2.4,NA,NA,"LIENSs",-16.96,"46.43",10.72,"15.31",3.03,"lipidfree","SFA","DMA/AMA",608,NA,"","",28.91285714,18.72,0.130627143,0.242457143,163.3571429,210.9571429,442.4857143,189.2428571,176.9571429,211.3285714,209.0428571,0.9975,3.711857143,71.12,7.926428571,67.85285714,2.258,-18.56857143,9.287285714,2.495428571,110.8557143,85.28428571,113.9714286,41.02571429,16.86428571,1.01,1.01,1.61,2.56,6.8,6.8,8.41,9.36,-16.96,2013,"IO","gold"
"4935","P290","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","27.03.2013",47.7,-12.3,"","M",3,48,"FL",1.9,NA,NA,"LIENSs",-16.89,"44.81",10.03,"14.87",3.01,"lipidfree","","",NA,NA,"","",28.91285714,18.72,0.130627143,0.242457143,163.3571429,210.9571429,442.4857143,189.2428571,176.9571429,211.3285714,209.0428571,0.9975,3.711857143,71.12,7.926428571,67.85285714,2.258,-18.56857143,9.287285714,2.495428571,110.8557143,85.28428571,113.9714286,41.02571429,16.86428571,NA,NA,NA,NA,NA,NA,NA,NA,-16.89,2013,"IO","gold"
"4936","P291","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","27.03.2013",47.7,-12.3,"","M",4,52,"FL",2.8,NA,NA,"LIENSs",-16.87,"44.51",9.72,"14.65",3.04,"lipidfree","SFA","DMA/AMA",629,NA,"","",28.91285714,18.72,0.130627143,0.242457143,163.3571429,210.9571429,442.4857143,189.2428571,176.9571429,211.3285714,209.0428571,0.9975,3.711857143,71.12,7.926428571,67.85285714,2.258,-18.56857143,9.287285714,2.495428571,110.8557143,85.28428571,113.9714286,41.02571429,16.86428571,1.01,1.01,1.61,2.56,6.8,6.8,8.41,9.36,-16.87,2013,"IO","gold"
"4937","P292","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","22.03.2013",42.6,-11,"","Ind",0,36,"FL",0.9,NA,NA,"LIENSs",-16.91,"46.23",10.27,"15.29",3.02,"lipidfree","SFA","DMA/AMA",211.8,NA,"","",28.93,28.88,0.125881429,0.236414286,152.2714286,193.3857143,413.1285714,188.8142857,176.0857143,210.8,208.5,1.025685714,3.583428571,78.21857143,5.292857143,69.82142857,2.257714286,-18.48571429,6.716285714,2.426285714,109.2985714,86.73,115.1857143,45.54,17.14142857,1.03,1.03,1.44,1.88,4.84,5.36,6.28,7.24,-16.91,2013,"IO","gold"
"4938","P293","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","14.03.2013",42.4,-11.5,"","M",4,46,"FL",1.7,NA,NA,"LIENSs",-16.91,"45.95",10.56,"15.18",3.03,"lipidfree","SFA","DMA/AMA",206,NA,"","",28.69428571,26.18571429,0.12341,0.237085714,153.8428571,193.9571429,412.9571429,189.3571429,176.4714286,211.0428571,209.6571429,1.016528571,3.617714286,79.35142857,7.186285714,71.27571429,2.258142857,-18.41285714,6.607428571,2.535428571,112.5414286,88.19285714,116.0428571,44.70571429,18.15714286,1.03,1.03,1.44,1.88,4.84,5.36,6.28,7.24,-16.91,2013,"IO","gold"
"4939","P294","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","14.03.2013",42.4,-11.5,"","M",4,48,"FL",2,NA,NA,"LIENSs",-16.96,"45.86",10.57,"15.06",3.05,"lipidfree","","",NA,NA,"","",28.69428571,26.18571429,0.12341,0.237085714,153.8428571,193.9571429,412.9571429,189.3571429,176.4714286,211.0428571,209.6571429,1.016528571,3.617714286,79.35142857,7.186285714,71.27571429,2.258142857,-18.41285714,6.607428571,2.535428571,112.5414286,88.19285714,116.0428571,44.70571429,18.15714286,NA,NA,NA,NA,NA,NA,NA,NA,-16.96,2013,"IO","gold"
"4940","P300","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","23.03.2013",47.3,-13.2,"","F",4,71,"FL",8.1,NA,NA,"LIENSs",-16.95,"46.29",11.44,"15.51",2.98,"lipidfree","SFA/Médieu","DMA/AMA",578,NA,"","",29.32285714,23.06428571,0.089218571,0.2042,168.0285714,214.1714286,444.3714286,189.9428571,180.5857143,217.1,209.6142857,0.954971429,3.423142857,64.86714286,3.204571429,56.14857143,2.275714286,-19.18428571,9.870714286,2.287857143,115.6,98.53142857,125.9142857,24.38857143,13.46714286,1,1,2.56,3.12,11.94,7.34,14.5,10.46,-16.95,2013,"IO","gold"
"4941","P303","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","23.03.2013",47.3,-13.2,"","M",3,47,"FL",2,NA,NA,"LIENSs",-16.97,"43.43",9.44,"14.63",2.97,"lipidfree","","",NA,NA,"","",29.32285714,23.06428571,0.089218571,0.2042,168.0285714,214.1714286,444.3714286,189.9428571,180.5857143,217.1,209.6142857,0.954971429,3.423142857,64.86714286,3.204571429,56.14857143,2.275714286,-19.18428571,9.870714286,2.287857143,115.6,98.53142857,125.9142857,24.38857143,13.46714286,NA,NA,NA,NA,NA,NA,NA,NA,-16.97,2013,"IO","gold"
"4942","P304","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","23.03.2013",47.3,-13.2,"","M",3,46,"FL",2.1,NA,NA,"LIENSs",-17.07,"43.99",10.04,"14.85",2.96,"lipidfree","","",NA,NA,"","",29.32285714,23.06428571,0.089218571,0.2042,168.0285714,214.1714286,444.3714286,189.9428571,180.5857143,217.1,209.6142857,0.954971429,3.423142857,64.86714286,3.204571429,56.14857143,2.275714286,-19.18428571,9.870714286,2.287857143,115.6,98.53142857,125.9142857,24.38857143,13.46714286,NA,NA,NA,NA,NA,NA,NA,NA,-17.07,2013,"IO","gold"
"4943","P305","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","23.03.2013",47.3,-13.2,"","F",3,48,"FL",2.2,NA,NA,"LIENSs",-17.2,"43.19",10,"14.67",2.94,"lipidfree","","",NA,NA,"","",29.32285714,23.06428571,0.089218571,0.2042,168.0285714,214.1714286,444.3714286,189.9428571,180.5857143,217.1,209.6142857,0.954971429,3.423142857,64.86714286,3.204571429,56.14857143,2.275714286,-19.18428571,9.870714286,2.287857143,115.6,98.53142857,125.9142857,24.38857143,13.46714286,NA,NA,NA,NA,NA,NA,NA,NA,-17.2,2013,"IO","gold"
"4944","P308","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","12.03.2013",43.4,-15.8,"","F",4,68,"FL",6.9,NA,NA,"LIENSs",-17.05,"44.92",9.37,"15.17",2.96,"lipidfree","SFA/Médieu","DMA/AMA",567,NA,"","",28.88428571,28.01285714,0.088361429,0.206214286,162.1142857,207.3,427.9857143,190.4714286,180.7,216.6142857,209.4,0.981371429,3.562,74.81142857,3.519571429,56.85,2.272714286,-19.21428571,9.597142857,2.187428571,112.2285714,98.49285714,125.9857143,24.02714286,13.59857143,1,1,0.93,1.53,3.98,4.8,4.91,6.33,-17.05,2013,"IO","gold"
"4945","P309","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","12.03.2013",43.4,-15.8,"","M",3,62,"FL",5.5,NA,NA,"LIENSs",-17.06,"46.41",9.84,"15.59",2.98,"lipidfree","","",NA,NA,"","",28.88428571,28.01285714,0.088361429,0.206214286,162.1142857,207.3,427.9857143,190.4714286,180.7,216.6142857,209.4,0.981371429,3.562,74.81142857,3.519571429,56.85,2.272714286,-19.21428571,9.597142857,2.187428571,112.2285714,98.49285714,125.9857143,24.02714286,13.59857143,NA,NA,NA,NA,NA,NA,NA,NA,-17.06,2013,"IO","gold"
"4946","P310","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","12.03.2013",43.4,-15.8,"","F",4,49,"FL",2.5,NA,NA,"LIENSs",-17.43,"34.37",10.18,"11.24",3.06,"lipidfree","","",NA,NA,"","",28.88428571,28.01285714,0.088361429,0.206214286,162.1142857,207.3,427.9857143,190.4714286,180.7,216.6142857,209.4,0.981371429,3.562,74.81142857,3.519571429,56.85,2.272714286,-19.21428571,9.597142857,2.187428571,112.2285714,98.49285714,125.9857143,24.02714286,13.59857143,NA,NA,NA,NA,NA,NA,NA,NA,-17.43,2013,"IO","gold"
"4947","P313","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","12.03.2013",43.4,-15.8,"","F",5,47,"FL",2.1,NA,0.703373016,"Union College",-17.47,"42.18",10.24,"14.14",2.98,"lipidfree","SFA","DMA/AMA",454,NA,"","lipid free sample in LEMAR too",28.88428571,28.01285714,0.088361429,0.206214286,162.1142857,207.3,427.9857143,190.4714286,180.7,216.6142857,209.4,0.981371429,3.562,74.81142857,3.519571429,56.85,2.272714286,-19.21428571,9.597142857,2.187428571,112.2285714,98.49285714,125.9857143,24.02714286,13.59857143,1,1,0.93,1.53,3.98,4.8,4.91,6.33,-17.47,2013,"IO","gold"
"4948","P314","SKJ","","Bodin","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","12.03.2013",43.4,-15.8,"","M",5,50,"FL",2.4,NA,NA,"Union College",-17.38,"44.18",10.27,"14.95",2.95,"lipidfree","SFA","DMA/AMA",394,NA,"","lipid free sample in LEMAR too",28.88428571,28.01285714,0.088361429,0.206214286,162.1142857,207.3,427.9857143,190.4714286,180.7,216.6142857,209.4,0.981371429,3.562,74.81142857,3.519571429,56.85,2.272714286,-19.21428571,9.597142857,2.187428571,112.2285714,98.49285714,125.9857143,24.02714286,13.59857143,1,1,0.93,1.53,3.98,4.8,4.91,6.33,-17.38,2013,"IO","gold"
