fish_identifier,SST,MLD,Chl.a,NPP,d20,d18,d12,O2_375m,O2_200m,O2_100m,O2_50m,OCRR_375m,OCRR_200m,OCRR_100m,OCRR_50m,OCRR_total,d13Cdic,d13Cpom,d15Nno3,d15Npom,doxycline,dmaxremin,dnethetero,export_100m,export_dnethetero,Hg0_2x2.5,Hg0_6x7.5,drydep_2x2.5,drydep_6x7.5,wetdep_2x2.5,wetdep_6x7.5,totdep_2x2.5,totdep_6x7.5,d13C_cor,sample_year,region,region.col
PROTUNA-56-2018-10,26.84714286,61.52285714,0.085777143,0.169714286,116.1571429,130.9428571,287.5142857,166,166.6428571,222.8285714,204.2571429,0.713914286,2.021571429,57.85428571,9.052142857,46.50428571,2.443857143,-18.62285714,5.101142857,1.974714286,120.2714286,98.49285714,119.76,21.03428571,16556,1.05,1.05,0.9,0.9,1.58,1.56,2.48,2.46,-17.1,2018,SAO,purple
PROTUNA-56-2018-11,26.59142857,63.40714286,0.093282857,0.176542857,116.1142857,131.0142857,288.0142857,165.8714286,166.5571429,222.4,205.3142857,0.699557143,1.981142857,57.89142857,11.58471429,48.55428571,2.440571429,-18.47571429,4.870428571,2.173285714,120.2714286,98.49285714,110.5914286,23.65,18.06857143,1.06,1.06,1.03,1.03,2.02,1.94,3.05,2.97,-17.1207365122616,2018,SAO,purple
PROTUNA-57-2018-10,26.84714286,61.52285714,0.085777143,0.169714286,116.1571429,130.9428571,287.5142857,166,166.6428571,222.8285714,204.2571429,0.713914286,2.021571429,57.85428571,9.052142857,46.50428571,2.443857143,-18.62285714,5.101142857,1.974714286,120.2714286,98.49285714,119.76,21.03428571,16556,1.05,1.05,0.9,0.9,1.58,1.56,2.48,2.46,-16.8579348780488,2018,SAO,purple
PROTUNA-57-2018-11,26.53142857,61.5,0.124431429,0.208728571,109.3428571,122.5,299.7857143,164.1571429,165.7714286,219.1142857,206.1142857,0.732628571,1.963285714,59.31285714,19.66514286,57.71571429,2428,-18.12142857,5003,2.445285714,116.9,89.63857143,96.26,37.71428571,23.94142857,1.09,1.09,0.59,0.59,2.29,2.29,2.88,2.88,-16.2296866,2018,SAO,purple
PROTUNA-58-2019,28.03571429,20.52285714,0.083292857,0.147728571,125.0428571,141.6428571,311.6857143,172,178.2,217.2571429,203.4857143,0.536842857,1.665857143,36.74714286,8.789142857,37.26857143,2.445285714,-18.80857143,9.345571429,1.870428571,123.6428571,101.4957143,142.8428571,16.80857143,13.92428571,1.26,1.26,0.59,0.64,3.69,3.96,4.28,4.6,-17.0680341025641,2019,SAO,purple
PROTUNA-6-2018,26.57,60.32571429,0.118474286,0.200642857,109.7857143,122.8571429,299.9571429,164.1714286,165.8142857,219.6428571,205.9714286,0.737942857,1.978857143,60.09142857,17.30657143,55.53571429,2.430428571,-18.18428571,4.860142857,2.424142857,116.9,91.10142857,97.03714286,34.78857143,21.82142857,1.09,1.09,0.59,0.59,2.29,2.29,2.88,2.88,-17.0884957286432,2018,SAO,purple
PROTUNA-60-2019,28.03571429,20.52285714,0.083292857,0.147728571,125.0428571,141.6428571,311.6857143,172,178.2,217.2571429,203.4857143,0.536842857,1.665857143,36.74714286,8.789142857,37.26857143,2.445285714,-18.80857143,9.345571429,1.870428571,123.6428571,101.4957143,142.8428571,16.80857143,13.92428571,1.26,1.26,0.59,0.64,3.69,3.96,4.28,4.6,-16.92,2019,SAO,purple
PROTUNA-62-2019,28.03571429,20.52285714,0.083292857,0.147728571,125.0428571,141.6428571,311.6857143,172,178.2,217.2571429,203.4857143,0.536842857,1.665857143,36.74714286,8.789142857,37.26857143,2.445285714,-18.80857143,9.345571429,1.870428571,123.6428571,101.4957143,142.8428571,16.80857143,13.92428571,1.26,1.26,0.59,0.64,3.69,3.96,4.28,4.6,-16.294535,2019,SAO,purple
PROTUNA-63-2019,28.03571429,20.52285714,0.083292857,0.147728571,125.0428571,141.6428571,311.6857143,172,178.2,217.2571429,203.4857143,0.536842857,1.665857143,36.74714286,8.789142857,37.26857143,2.445285714,-18.80857143,9.345571429,1.870428571,123.6428571,101.4957143,142.8428571,16.80857143,13.92428571,1.26,1.26,0.59,0.64,3.69,3.96,4.28,4.6,-16.91,2019,SAO,purple
PROTUNA-65-2019,28.03571429,20.52285714,0.083292857,0.147728571,125.0428571,141.6428571,311.6857143,172,178.2,217.2571429,203.4857143,0.536842857,1.665857143,36.74714286,8.789142857,37.26857143,2.445285714,-18.80857143,9.345571429,1.870428571,123.6428571,101.4957143,142.8428571,16.80857143,13.92428571,1.26,1.26,0.59,0.64,3.69,3.96,4.28,4.6,-16.374821627907,2019,SAO,purple
PROTUNA-67-2019,28.03571429,20.52285714,0.083292857,0.147728571,125.0428571,141.6428571,311.6857143,172,178.2,217.2571429,203.4857143,0.536842857,1.665857143,36.74714286,8.789142857,37.26857143,2.445285714,-18.80857143,9.345571429,1.870428571,123.6428571,101.4957143,142.8428571,16.80857143,13.92428571,1.26,1.26,0.59,0.64,3.69,3.96,4.28,4.6,-17.2479348780488,2019,SAO,purple
PROTUNA-69-2019,28.03571429,20.52285714,0.083292857,0.147728571,125.0428571,141.6428571,311.6857143,172,178.2,217.2571429,203.4857143,0.536842857,1.665857143,36.74714286,8.789142857,37.26857143,2.445285714,-18.80857143,9.345571429,1.870428571,123.6428571,101.4957143,142.8428571,16.80857143,13.92428571,1.26,1.26,0.59,0.64,3.69,3.96,4.28,4.6,-16.33935825,2019,SAO,purple
PROTUNA-72-2018,26.81142857,66.00714286,0.072837143,0.163442857,114.9142857,127.7285714,286.4428571,169.2142857,169.5714286,221.1571429,204.5142857,737,2.145285714,54.40571429,7.177285714,44.78857143,2.444714286,-18.73857143,4.508857143,1.909571429,121.9571429,101.4957143,131.7285714,16.82285714,16.53,1.06,1.06,1.03,1.03,2.02,1.94,3.05,2.97,-16.45,2018,SAO,purple
PROTUNA-73-2018,26.81142857,66.00714286,0.072837143,0.163442857,114.9142857,127.7285714,286.4428571,169.2142857,169.5714286,221.1571429,204.5142857,737,2.145285714,54.40571429,7.177285714,44.78857143,2.444714286,-18.73857143,4.508857143,1.909571429,121.9571429,101.4957143,131.7285714,16.82285714,16.53,1.06,1.06,1.03,1.03,2.02,1.94,3.05,2.97,-16.96,2018,SAO,purple
PROTUNA-76-2018,26.84714286,61.52285714,0.085777143,0.169714286,116.1571429,130.9428571,287.5142857,166,166.6428571,222.8285714,204.2571429,0.713914286,2.021571429,57.85428571,9.052142857,46.50428571,2.443857143,-18.62285714,5.101142857,1.974714286,120.2714286,98.49285714,119.76,21.03428571,16556,1.05,1.05,0.9,0.9,1.58,1.56,2.48,2.46,-16.8094954054054,2018,SAO,purple
PROTUNA-82-2018,26.84714286,61.52285714,0.085777143,0.169714286,116.1571429,130.9428571,287.5142857,166,166.6428571,222.8285714,204.2571429,0.713914286,2.021571429,57.85428571,9.052142857,46.50428571,2.443857143,-18.62285714,5.101142857,1.974714286,120.2714286,98.49285714,119.76,21.03428571,16556,1.05,1.05,0.9,0.9,1.58,1.56,2.48,2.46,-17.32,2018,SAO,purple
PROTUNA-84-2019,28.08,17.95,0.082774286,0.1473,124.0285714,140.2714286,310.3857143,171.9714286,177.9428571,217.2142857,203.5142857,0.5437,1.676714286,38.11428571,8.904857143,37.25857143,2.445857143,-18.84714286,9.232857143,1.830857143,123.6428571,101.4957143,142.4714286,16.32285714,13.68714286,1.26,1.26,0.59,0.64,3.69,3.96,4.28,4.6,-18.09,2019,SAO,purple
PROTUNA-85-2019,28.08,17.95,0.082774286,0.1473,124.0285714,140.2714286,310.3857143,171.9714286,177.9428571,217.2142857,203.5142857,0.5437,1.676714286,38.11428571,8.904857143,37.25857143,2.445857143,-18.84714286,9.232857143,1.830857143,123.6428571,101.4957143,142.4714286,16.32285714,13.68714286,1.26,1.26,0.59,0.64,3.69,3.96,4.28,4.6,-17.12,2019,SAO,purple
PROTUNA-86-2019,28.08,17.95,0.082774286,0.1473,124.0285714,140.2714286,310.3857143,171.9714286,177.9428571,217.2142857,203.5142857,0.5437,1.676714286,38.11428571,8.904857143,37.25857143,2.445857143,-18.84714286,9.232857143,1.830857143,123.6428571,101.4957143,142.4714286,16.32285714,13.68714286,1.26,1.26,0.59,0.64,3.69,3.96,4.28,4.6,-16.7832785024155,2019,SAO,purple
PROTUNA-94-2018,26.81142857,66.00714286,0.072837143,0.163442857,114.9142857,127.7285714,286.4428571,169.2142857,169.5714286,221.1571429,204.5142857,737,2.145285714,54.40571429,7.177285714,44.78857143,2.444714286,-18.73857143,4.508857143,1.909571429,121.9571429,101.4957143,131.7285714,16.82285714,16.53,1.06,1.06,1.03,1.03,2.02,1.94,3.05,2.97,-17.67,2018,SAO,purple
PROTUNA-96-2019,28.12285714,16.34857143,0.084035714,0.146442857,121.9,138.4285714,310.9,171.7,177.6142857,217.7142857,204.0142857,0.567571429,1.741285714,40.1,8767,37.32142857,2.445428571,-18.86571429,9.492714286,1.837428571,120.4,99.99428571,140.2285714,16.82285714,13.47714286,1.26,1.26,0.59,0.64,3.69,3.96,4.28,4.6,-17.79,2019,SAO,purple
PROTUNA-99-2019,28.12285714,16.34857143,0.084035714,0.146442857,121.9,138.4285714,310.9,171.7,177.6142857,217.7142857,204.0142857,0.567571429,1.741285714,40.1,8767,37.32142857,2.445428571,-18.86571429,9.492714286,1.837428571,120.4,99.99428571,140.2285714,16.82285714,13.47714286,1.26,1.26,0.59,0.64,3.69,3.96,4.28,4.6,-17.36,2019,SAO,purple
PSA/FER 13-04_FER 13-04_P102_B_20232,22.91428571,43.01285714,0.175685714,0.262557143,171.9,251.7142857,474.5857143,195.1,197.5428571,218.8714286,219.7714286,0.965871429,3.539428571,43.72,41.36442857,76.71142857,2.360285714,-18.08571429,9567,4.332142857,122.1357143,66.54428571,91.38714286,39.92,25.02,NA,NA,NA,NA,NA,NA,NA,NA,-17.7690908,2013,WPO,seagreen
PSA/MAI 15-03_MAI 15-03_B12259_A_NA,29.02857143,26.17142857,0.074145714,0.163342857,210.0428571,248.2285714,369.6285714,176.1,182.5,212.9142857,203.6,0.840157143,4.187714286,54.62142857,5.760571429,56.79714286,2.514285714,-19,9.118857143,4.729285714,123.6428571,102.9971429,125.9142857,19.80285714,11.82285714,NA,NA,NA,NA,NA,NA,NA,NA,-16.88636443,2015,WPO,seagreen
PSA/MAI 15-03_MAI 15-03_B12261_A_NA,29.02857143,26.17142857,0.074145714,0.163342857,210.0428571,248.2285714,369.6285714,176.1,182.5,212.9142857,203.6,0.840157143,4.187714286,54.62142857,5.760571429,56.79714286,2.514285714,-19,9.118857143,4.729285714,123.6428571,102.9971429,125.9142857,19.80285714,11.82285714,NA,NA,NA,NA,NA,NA,NA,NA,-16.96907623,2015,WPO,seagreen
PSA/MAI 15-03_MAI 15-03_B12271_A_NA,29.02857143,26.17142857,0.074145714,0.163342857,210.0428571,248.2285714,369.6285714,176.1,182.5,212.9142857,203.6,0.840157143,4.187714286,54.62142857,5.760571429,56.79714286,2.514285714,-19,9.118857143,4.729285714,123.6428571,102.9971429,125.9142857,19.80285714,11.82285714,NA,NA,NA,NA,NA,NA,NA,NA,-17.5844285,2015,WPO,seagreen
PSA/MAI 15-04_MAI 15-04_A432_A_NA,27.67428571,26.76428571,0.078884286,0.148485714,224.9714286,268.4142857,409.7428571,189.3,192.9285714,213.2571429,207.1428571,0.900414286,4.666285714,46.98428571,6.924571429,53.92714286,2461,-19.03714286,8.748142857,4.065714286,120.2714286,101.4957143,124.0428571,19.16428571,12.27428571,NA,NA,NA,NA,NA,NA,NA,NA,-16.54342016,2015,WPO,seagreen
PSA/MAI 15-04_MAI 15-04_A438_A_NA,28.78,30.63142857,0.080258571,0.161714286,206.7428571,245.8142857,367.4857143,175.6,182.1571429,213.1857143,203.3285714,0.772442857,3663,55.42571429,6.191142857,55.27,2518,-18.93,8.933428571,4.804714286,127.0142857,96.99142857,124.2714286,21.58428571,12.78714286,NA,NA,NA,NA,NA,NA,NA,NA,-15.1860143569607,2015,WPO,seagreen
PSA/MAI 15-04_MAI 15-04_A439_A_NA,28.78,30.63142857,0.080258571,0.161714286,206.7428571,245.8142857,367.4857143,175.6,182.1571429,213.1857143,203.3285714,0.772442857,3663,55.42571429,6.191142857,55.27,2518,-18.93,8.933428571,4.804714286,127.0142857,96.99142857,124.2714286,21.58428571,12.78714286,NA,NA,NA,NA,NA,NA,NA,NA,-16.96956393,2015,WPO,seagreen
PSA/MAI 15-04_MAI 15-04_A525_A_NA,28.80857143,28.28,0.087322857,0.166457143,203.1571429,243.4,365.7,175.2428571,181.8142857,212.2571429,203.9714286,0.719714286,3.294142857,48.03285714,6.792714286,52.94571429,2.522285714,-18.84,9.542714286,5.132714286,128.7,91.10142857,127.4428571,24.49285714,13.47571429,NA,NA,NA,NA,NA,NA,NA,NA,-16.73944039,2015,WPO,seagreen
PSA/MAI 15-05_MAI 15-05_A441_A_NA,28.39142857,37.99857143,0.06703,0.149442857,219.2,259.4142857,389.2142857,182.0857143,188.1285714,212.5428571,204.2142857,0.8117,4.305285714,47.07857143,6.277428571,54.60428571,2.496714286,-19.03571429,8331,4.303428571,130.6285714,106,126.8714286,16.39571429,11.57142857,NA,NA,NA,NA,NA,NA,NA,NA,-17.0791785170228,2015,WPO,seagreen
PSA/MAI 15-05_MAI 15-05_A445_A_NA,28.39142857,37.99857143,0.06703,0.149442857,219.2,259.4142857,389.2142857,182.0857143,188.1285714,212.5428571,204.2142857,0.8117,4.305285714,47.07857143,6.277428571,54.60428571,2.496714286,-19.03571429,8331,4.303428571,130.6285714,106,126.8714286,16.39571429,11.57142857,NA,NA,NA,NA,NA,NA,NA,NA,-16.8669134941434,2015,WPO,seagreen
PSA/MAI 15-05_MAI 15-05_A446_A_NA,28.39142857,37.99857143,0.06703,0.149442857,219.2,259.4142857,389.2142857,182.0857143,188.1285714,212.5428571,204.2142857,0.8117,4.305285714,47.07857143,6.277428571,54.60428571,2.496714286,-19.03571429,8331,4.303428571,130.6285714,106,126.8714286,16.39571429,11.57142857,NA,NA,NA,NA,NA,NA,NA,NA,-16.97749558,2015,WPO,seagreen
PSA/MAI 15-06_MAI 15-06_A453_A_NA,25.82,44.94857143,0.091715714,0.144028571,230.6,274,412.8428571,189.1285714,193.9,212.2142857,208.1285714,0.684971429,3.945857143,41.12285714,13943,56.34857143,2.472714286,-18.99285714,9.583285714,4.799571429,149.4,98.57,116.6757143,18.03,12.52685714,NA,NA,NA,NA,NA,NA,NA,NA,-17.11871424,2015,WPO,seagreen
PSA/MAI 15-06_MAI 15-06_A454_A_NA,26.57285714,37.89428571,0.090314286,0.157557143,221.6571429,263.3571429,393.9428571,182.0428571,188.0428571,211.9,205.9,0.721714286,3942,55.36142857,10.94457143,60.73,2506,-18.95,8.956285714,5.081714286,141.2142857,98.49285714,116.7285714,20.36142857,12.26714286,NA,NA,NA,NA,NA,NA,NA,NA,-16.4667932174181,2015,WPO,seagreen
PSA/MAI 15-06_MAI 15-06_A456_A_NA,25.82,44.94857143,0.091715714,0.144028571,230.6,274,412.8428571,189.1285714,193.9,212.2142857,208.1285714,0.684971429,3.945857143,41.12285714,13943,56.34857143,2.472714286,-18.99285714,9.583285714,4.799571429,149.4,98.57,116.6757143,18.03,12.52685714,NA,NA,NA,NA,NA,NA,NA,NA,-17.28407893,2015,WPO,seagreen
PSA/MAI 15-06_MAI 15-06_A457_A_NA,25.82,44.94857143,0.091715714,0.144028571,230.6,274,412.8428571,189.1285714,193.9,212.2142857,208.1285714,0.684971429,3.945857143,41.12285714,13943,56.34857143,2.472714286,-18.99285714,9.583285714,4.799571429,149.4,98.57,116.6757143,18.03,12.52685714,NA,NA,NA,NA,NA,NA,NA,NA,-16.53733239,2015,WPO,seagreen
PSA/MAI 15-06_MAI 15-06_A458_A_NA,25.82,44.94857143,0.091715714,0.144028571,230.6,274,412.8428571,189.1285714,193.9,212.2142857,208.1285714,0.684971429,3.945857143,41.12285714,13943,56.34857143,2.472714286,-18.99285714,9.583285714,4.799571429,149.4,98.57,116.6757143,18.03,12.52685714,NA,NA,NA,NA,NA,NA,NA,NA,-16.97260781,2015,WPO,seagreen
PSA/MAI 15-06_MAI 15-06_A459_A_NA,25.82,44.94857143,0.091715714,0.144028571,230.6,274,412.8428571,189.1285714,193.9,212.2142857,208.1285714,0.684971429,3.945857143,41.12285714,13943,56.34857143,2.472714286,-18.99285714,9.583285714,4.799571429,149.4,98.57,116.6757143,18.03,12.52685714,NA,NA,NA,NA,NA,NA,NA,NA,-16.87994216,2015,WPO,seagreen
PSA/MAI 15-06_MAI 15-06_A460_A_NA,25.82,44.94857143,0.091715714,0.144028571,230.6,274,412.8428571,189.1285714,193.9,212.2142857,208.1285714,0.684971429,3.945857143,41.12285714,13943,56.34857143,2.472714286,-18.99285714,9.583285714,4.799571429,149.4,98.57,116.6757143,18.03,12.52685714,NA,NA,NA,NA,NA,NA,NA,NA,-16.46529381,2015,WPO,seagreen
PSA/NC_18-02_B6723,27.30285714,24.36428571,0.121185714,0.208385714,217.6428571,273.5,441.5714286,191.5285714,190.5,213.0285714,209.5857143,1.051785714,4.402571429,64.27,7.300285714,63.95571429,2.447714286,-18.55142857,9454,3.975714286,111.1714286,85.25,115.0857143,35.13142857,14.72714286,0.9,0.9,4.28,4.03,5.8,5.8,10.08,9.83,-16.733174559194,2018,WPO,seagreen
PSA/NC_18-02_B6746,27.30285714,24.36428571,0.121185714,0.208385714,217.6428571,273.5,441.5714286,191.5285714,190.5,213.0285714,209.5857143,1.051785714,4.402571429,64.27,7.300285714,63.95571429,2.447714286,-18.55142857,9454,3.975714286,111.1714286,85.25,115.0857143,35.13142857,14.72714286,0.9,0.9,4.28,4.03,5.8,5.8,10.08,9.83,-17.0901289786223,2018,WPO,seagreen
PSA/NC_18-02_S0706,27.30285714,24.36428571,0.121185714,0.208385714,217.6428571,273.5,441.5714286,191.5285714,190.5,213.0285714,209.5857143,1.051785714,4.402571429,64.27,7.300285714,63.95571429,2.447714286,-18.55142857,9454,3.975714286,111.1714286,85.25,115.0857143,35.13142857,14.72714286,NA,NA,NA,NA,NA,NA,NA,NA,-17.4,2018,WPO,seagreen
PSA/NC_18-02_S0714,27.30285714,24.36428571,0.121185714,0.208385714,217.6428571,273.5,441.5714286,191.5285714,190.5,213.0285714,209.5857143,1.051785714,4.402571429,64.27,7.300285714,63.95571429,2.447714286,-18.55142857,9454,3.975714286,111.1714286,85.25,115.0857143,35.13142857,14.72714286,0.9,0.9,4.28,4.03,5.8,5.8,10.08,9.83,-17.49,2018,WPO,seagreen
PSA/NC_18-04_S0719,25.2,38.75571429,0.130271429,0.184942857,167.0571429,249.3571429,474.7,196.7714286,197.8571429,218.3571429,214.5285714,1.108214286,3.902142857,47.22285714,7.307714286,55.58142857,2.372714286,-18.60285714,9.798142857,3.579285714,98.49285714,85.25,113.7714286,35.58714286,14.81714286,0.89,0.89,5.6,3.96,5.82,5.82,11.42,9.78,-17.28,2018,WPO,seagreen
PSA/NC_18-04_S0720,25.08285714,37.09428571,0.134871429,0.187542857,167.0285714,249.4428571,474.8142857,196.7857143,197.8857143,218.1428571,214.9857143,1.069842857,3.760571429,45.96857143,9.426571429,56.00571429,2.372428571,-18.59285714,9.565285714,3.677285714,98.49285714,85.25,111.33,34.86428571,15.16285714,0.89,0.89,5.6,3.96,5.82,5.82,11.42,9.78,-17.67,2018,WPO,seagreen
PSA/NC_18-04_S0721,25.08285714,37.09428571,0.134871429,0.187542857,167.0285714,249.4428571,474.8142857,196.7857143,197.8857143,218.1428571,214.9857143,1.069842857,3.760571429,45.96857143,9.426571429,56.00571429,2.372428571,-18.59285714,9.565285714,3.677285714,98.49285714,85.25,111.33,34.86428571,15.16285714,0.89,0.89,5.6,3.96,5.82,5.82,11.42,9.78,-17.1342421412301,2018,WPO,seagreen
PSA/NC_18-04_S0737,25.08285714,37.09428571,0.134871429,0.187542857,167.0285714,249.4428571,474.8142857,196.7857143,197.8857143,218.1428571,214.9857143,1.069842857,3.760571429,45.96857143,9.426571429,56.00571429,2.372428571,-18.59285714,9.565285714,3.677285714,98.49285714,85.25,111.33,34.86428571,15.16285714,0.89,0.89,5.6,3.96,5.82,5.82,11.42,9.78,-17.73,2018,WPO,seagreen
PSA/NC_18-05_A3804,25.18571429,36.49285714,0.120271429,0.172514286,176.4857143,250.2428571,475.2571429,195.7285714,196.7571429,220.3,214.1285714,1.069228571,3.782857143,49.91142857,7.693857143,53.51428571,2.373857143,-18.70714286,9.492714286,3.557571429,106.0557143,85.25,113.3428571,31.40285714,13.45142857,0.89,0.89,5.6,3.96,5.82,5.82,11.42,9.78,-17.76,2018,WPO,seagreen
PSA/NC_18-05_A3805,25.18571429,36.49285714,0.120271429,0.172514286,176.4857143,250.2428571,475.2571429,195.7285714,196.7571429,220.3,214.1285714,1.069228571,3.782857143,49.91142857,7.693857143,53.51428571,2.373857143,-18.70714286,9.492714286,3.557571429,106.0557143,85.25,113.3428571,31.40285714,13.45142857,0.89,0.89,5.6,3.96,5.82,5.82,11.42,9.78,-17.1813776203966,2018,WPO,seagreen
PSA/NC_18-10_A3866,24.89571429,37.19428571,0.131657143,0.188628571,218.2142857,272.7571429,441.9,191.5428571,190.9,214.0714286,213.9428571,0.822257143,3.481142857,54.93,12.53471429,59.60428571,2.438857143,-18.60571429,13.60742857,4.539285714,115.3428571,85.25,112.9428571,28.63857143,14.88714286,0.9,0.9,4.28,4.03,5.8,5.8,10.08,9.83,-18.2,2018,WPO,seagreen
PSA/NC_18-10_A3869,24.89571429,37.19428571,0.131657143,0.188628571,218.2142857,272.7571429,441.9,191.5428571,190.9,214.0714286,213.9428571,0.822257143,3.481142857,54.93,12.53471429,59.60428571,2.438857143,-18.60571429,13.60742857,4.539285714,115.3428571,85.25,112.9428571,28.63857143,14.88714286,0.9,0.9,4.28,4.03,5.8,5.8,10.08,9.83,-16.79,2018,WPO,seagreen
PSA/NIWA 14-01_NIWA 14-01_P134_B_23798,19.39857143,96.06857143,0.256785714,0.389657143,NA,143.8285714,405.3571429,203.9571429,209.0428571,227.5142857,230.8857143,1.451428571,4.921571429,34.22142857,54.50857143,93.53,2.261428571,-17.46428571,7583,3542,134.5285714,17.86285714,63.19,58.37571429,46.75714286,NA,NA,NA,NA,NA,NA,NA,NA,-18.0377314110956,2014,WPO,seagreen
PSA/NORO 15-16_NORO 15-16_B6057_A_NA,29.60857143,31.68142857,0.174585714,0.330214286,179.8714286,200.2857143,303.6571429,168.7142857,167.6571429,191.9571429,203.7857143,0.698514286,3.030428571,67.39714286,32549,92.70142857,2524,-17.84285714,8.919428571,5.052142857,89.65571429,67.94285714,99.54428571,54.41285714,22.48428571,NA,NA,NA,NA,NA,NA,NA,NA,-16.42246346,2015,WPO,seagreen
PSA/NORO 15-16_NORO 15-16_B6060_A_NA,29.60857143,31.68142857,0.174585714,0.330214286,179.8714286,200.2857143,303.6571429,168.7142857,167.6571429,191.9571429,203.7857143,0.698514286,3.030428571,67.39714286,32549,92.70142857,2524,-17.84285714,8.919428571,5.052142857,89.65571429,67.94285714,99.54428571,54.41285714,22.48428571,NA,NA,NA,NA,NA,NA,NA,NA,-15.9143456,2015,WPO,seagreen
PSA/NORO 15-16_NORO 15-16_B6093_A_NA,29.60857143,31.68142857,0.174585714,0.330214286,179.8714286,200.2857143,303.6571429,168.7142857,167.6571429,191.9571429,203.7857143,0.698514286,3.030428571,67.39714286,32549,92.70142857,2524,-17.84285714,8.919428571,5.052142857,89.65571429,67.94285714,99.54428571,54.41285714,22.48428571,NA,NA,NA,NA,NA,NA,NA,NA,-16.05275071,2015,WPO,seagreen
PSA/NORO 15-16_NORO 15-16_B6094_A_NA,29.60857143,31.68142857,0.174585714,0.330214286,179.8714286,200.2857143,303.6571429,168.7142857,167.6571429,191.9571429,203.7857143,0.698514286,3.030428571,67.39714286,32549,92.70142857,2524,-17.84285714,8.919428571,5.052142857,89.65571429,67.94285714,99.54428571,54.41285714,22.48428571,NA,NA,NA,NA,NA,NA,NA,NA,-15.61478964592,2015,WPO,seagreen
PSA/NORO 15-16_NORO 15-16_B6096_A_NA,29.60857143,31.68142857,0.174585714,0.330214286,179.8714286,200.2857143,303.6571429,168.7142857,167.6571429,191.9571429,203.7857143,0.698514286,3.030428571,67.39714286,32549,92.70142857,2524,-17.84285714,8.919428571,5.052142857,89.65571429,67.94285714,99.54428571,54.41285714,22.48428571,NA,NA,NA,NA,NA,NA,NA,NA,-16.3339675,2015,WPO,seagreen
PSA/NORO 15-17_NORO 15-17_B11111_A_NA,29.40428571,29.13571429,0.175028571,0.322271429,183.2285714,208.7714286,325.1285714,169.1142857,168.6857143,192.0428571,205.2285714,0.750885714,3.181714286,59.74714286,32.18385714,85.48714286,2.508714286,-17.87428571,9.120285714,4.898285714,86.73,67.94285714,102.1585714,53.50857143,23.28857143,NA,NA,NA,NA,NA,NA,NA,NA,-16.11315491,2015,WPO,seagreen
PSA/NORO 15-17_NORO 15-17_B11117_A_NA,29.40428571,29.13571429,0.175028571,0.322271429,183.2285714,208.7714286,325.1285714,169.1142857,168.6857143,192.0428571,205.2285714,0.750885714,3.181714286,59.74714286,32.18385714,85.48714286,2.508714286,-17.87428571,9.120285714,4.898285714,86.73,67.94285714,102.1585714,53.50857143,23.28857143,NA,NA,NA,NA,NA,NA,NA,NA,-16.16411342,2015,WPO,seagreen
PSA/NORO 15-17_NORO 15-17_B11135_A_NA,29.40428571,29.13571429,0.175028571,0.322271429,183.2285714,208.7714286,325.1285714,169.1142857,168.6857143,192.0428571,205.2285714,0.750885714,3.181714286,59.74714286,32.18385714,85.48714286,2.508714286,-17.87428571,9.120285714,4.898285714,86.73,67.94285714,102.1585714,53.50857143,23.28857143,NA,NA,NA,NA,NA,NA,NA,NA,-16.4809722,2015,WPO,seagreen
PSA/NORO 15-17_NORO 15-17_B11147_A_NA,29.40428571,29.13571429,0.175028571,0.322271429,183.2285714,208.7714286,325.1285714,169.1142857,168.6857143,192.0428571,205.2285714,0.750885714,3.181714286,59.74714286,32.18385714,85.48714286,2.508714286,-17.87428571,9.120285714,4.898285714,86.73,67.94285714,102.1585714,53.50857143,23.28857143,NA,NA,NA,NA,NA,NA,NA,NA,-16.17191312,2015,WPO,seagreen
PSA/NORO 15-17_NORO 15-17_B6084_A_NA,29.40428571,29.13571429,0.175028571,0.322271429,183.2285714,208.7714286,325.1285714,169.1142857,168.6857143,192.0428571,205.2285714,0.750885714,3.181714286,59.74714286,32.18385714,85.48714286,2.508714286,-17.87428571,9.120285714,4.898285714,86.73,67.94285714,102.1585714,53.50857143,23.28857143,NA,NA,NA,NA,NA,NA,NA,NA,-16.40890891,2015,WPO,seagreen
ROA_15-04_B12077_B_NA,30.05285714,40.65857143,0.1549,0.318942857,150.6857143,164.2285714,232.5857143,154.0714286,166.6857143,207.3857143,200.7428571,0.583371429,1.660142857,58.80142857,44.99714286,89.62714286,2.52,-17.64571429,12.20757143,6.193857143,133.0428571,69.39857143,99.76142857,44.41571429,26.86142857,1.17,1.17,2.64,2.66,19.57,19.57,22.21,22.23,-16.48250202,2015,WPO,seagreen
ROA_15-04_B12088_B_NA,30.05285714,40.65857143,0.1549,0.318942857,150.6857143,164.2285714,232.5857143,154.0714286,166.6857143,207.3857143,200.7428571,0.583371429,1.660142857,58.80142857,44.99714286,89.62714286,2.52,-17.64571429,12.20757143,6.193857143,133.0428571,69.39857143,99.76142857,44.41571429,26.86142857,1.17,1.17,2.64,2.66,19.57,19.57,22.21,22.23,-16.87226468,2015,WPO,seagreen
