fish_identifier,SST,MLD,Chl.a,NPP,d20,d18,d12,O2_375m,O2_200m,O2_100m,O2_50m,OCRR_375m,OCRR_200m,OCRR_100m,OCRR_50m,OCRR_total,d13Cdic,d13Cpom,d15Nno3,d15Npom,doxycline,dmaxremin,dnethetero,export_100m,export_dnethetero,Hg0_2x2.5,Hg0_6x7.5,drydep_2x2.5,drydep_6x7.5,wetdep_2x2.5,wetdep_6x7.5,totdep_2x2.5,totdep_6x7.5,d13C_cor,sample_year,region,region.col
100038_108025_,29.36,43.75428571,0.243057143,0.575885714,169.9428571,197.0571429,319.7142857,171.6428571,171.5428571,174.2571429,198.4571429,0.734742857,2.476714286,50.07857143,134.01,166.2371429,2497,-17.11,9.795428571,5.270714286,82.35857143,56.46714286,76.52714286,77.16857143,56.33142857,1.1,1.11,3.32,2.77,7.76,9.5,11.08,12.27,-16.78,2006,WPO,seagreen
100048_108035_,29.36,43.75428571,0.243057143,0.575885714,169.9428571,197.0571429,319.7142857,171.6428571,171.5428571,174.2571429,198.4571429,0.734742857,2.476714286,50.07857143,134.01,166.2371429,2497,-17.11,9.795428571,5.270714286,82.35857143,56.46714286,76.52714286,77.16857143,56.33142857,1.1,1.11,3.32,2.77,7.76,9.5,11.08,12.27,-17.1,2006,WPO,seagreen
100056_108051_,29.36,43.75428571,0.243057143,0.575885714,169.9428571,197.0571429,319.7142857,171.6428571,171.5428571,174.2571429,198.4571429,0.734742857,2.476714286,50.07857143,134.01,166.2371429,2497,-17.11,9.795428571,5.270714286,82.35857143,56.46714286,76.52714286,77.16857143,56.33142857,1.1,1.11,3.32,2.77,7.76,9.5,11.08,12.27,-16.8041351421189,2006,WPO,seagreen
100057_108052_,29.36,43.75428571,0.243057143,0.575885714,169.9428571,197.0571429,319.7142857,171.6428571,171.5428571,174.2571429,198.4571429,0.734742857,2.476714286,50.07857143,134.01,166.2371429,2497,-17.11,9.795428571,5.270714286,82.35857143,56.46714286,76.52714286,77.16857143,56.33142857,1.1,1.11,3.32,2.77,7.76,9.5,11.08,12.27,-16.5757938172043,2006,WPO,seagreen
100061_108056_3904,26.93,19.17714286,0.11276,0.173385714,183.9,254.3714286,461.4571429,198.4285714,200.2714286,218.5571429,213.0142857,1.142885714,4.608571429,54.80857143,7.249428571,56.81428571,2.405857143,-18.68428571,8.644142857,3.59,107.5571429,88.17571429,115.1285714,31.00857143,13.84714286,0.89,0.89,1.13,4.41,8.12,7.36,9.25,11.77,-16.5,2005,WPO,seagreen
100062_108057_3905,26.93,19.17714286,0.11276,0.173385714,183.9,254.3714286,461.4571429,198.4285714,200.2714286,218.5571429,213.0142857,1.142885714,4.608571429,54.80857143,7.249428571,56.81428571,2.405857143,-18.68428571,8.644142857,3.59,107.5571429,88.17571429,115.1285714,31.00857143,13.84714286,0.89,0.89,1.13,4.41,8.12,7.36,9.25,11.77,-16.014535,2005,WPO,seagreen
100065_108060_3908,26.19714286,29.37142857,0.102741429,0.166628571,188,255.9428571,460.3142857,199.1,201.0428571,219.6,211.7,1.130742857,4.804857143,55.55714286,6257,56.00142857,2.398714286,-18.79857143,8.381571429,3.442142857,112.2285714,92.56428571,118.0428571,26.92714286,13.13557143,0.89,0.89,1.13,4.41,8.12,7.36,9.25,11.77,-16.1536202777778,2005,WPO,seagreen
100066_108061_3909,26.19714286,29.37142857,0.102741429,0.166628571,188,255.9428571,460.3142857,199.1,201.0428571,219.6,211.7,1.130742857,4.804857143,55.55714286,6257,56.00142857,2.398714286,-18.79857143,8.381571429,3.442142857,112.2285714,92.56428571,118.0428571,26.92714286,13.13557143,0.89,0.89,1.13,4.41,8.12,7.36,9.25,11.77,-17,2005,WPO,seagreen
100069_108064_3912,27.07857143,26.55714286,0.081458571,0.154242857,209.1285714,265.3285714,441.4142857,195.1142857,195.7285714,217.5571429,208.7857143,1.013285714,4.465571429,53.06714286,5.353857143,53.37428571,2.438857143,-18.94857143,8.769142857,3.670714286,116.9,98.49285714,123.4,19.59857143,11.86428571,0.91,0.91,7.17,4.96,7.39,7.42,14.56,12.38,-16.1,2005,WPO,seagreen
100070_108065_3913,27.07857143,26.55714286,0.081458571,0.154242857,209.1285714,265.3285714,441.4142857,195.1142857,195.7285714,217.5571429,208.7857143,1.013285714,4.465571429,53.06714286,5.353857143,53.37428571,2.438857143,-18.94857143,8.769142857,3.670714286,116.9,98.49285714,123.4,19.59857143,11.86428571,0.91,0.91,7.17,4.96,7.39,7.42,14.56,12.38,-16.1580341025641,2005,WPO,seagreen
100071_108066_3914,27.07857143,26.55714286,0.081458571,0.154242857,209.1285714,265.3285714,441.4142857,195.1142857,195.7285714,217.5571429,208.7857143,1.013285714,4.465571429,53.06714286,5.353857143,53.37428571,2.438857143,-18.94857143,8.769142857,3.670714286,116.9,98.49285714,123.4,19.59857143,11.86428571,0.91,0.91,7.17,4.96,7.39,7.42,14.56,12.38,-16.8,2005,WPO,seagreen
100074_108069_3918,27.11857143,32.08428571,0.081244286,0.155028571,207.7142857,264.7571429,443.0428571,194.9,195.6285714,217.6,208.7285714,1.020514286,4.412428571,54.39428571,5.247285714,53.22714286,2.439714286,-18.94714286,7.201857143,3.627857143,116.9,96.99142857,123.7142857,19.91571429,12.12714286,0.91,0.91,7.17,4.96,7.39,7.42,14.56,12.38,-15.9536202777778,2005,WPO,seagreen
100077_108072_3921,27.11857143,32.08428571,0.081244286,0.155028571,207.7142857,264.7571429,443.0428571,194.9,195.6285714,217.6,208.7285714,1.020514286,4.412428571,54.39428571,5.247285714,53.22714286,2.439714286,-18.94714286,7.201857143,3.627857143,116.9,96.99142857,123.7142857,19.91571429,12.12714286,0.91,0.91,7.17,4.96,7.39,7.42,14.56,12.38,-15.9536202777778,2005,WPO,seagreen
100079_108074_3923,27.11857143,32.08428571,0.081244286,0.155028571,207.7142857,264.7571429,443.0428571,194.9,195.6285714,217.6,208.7285714,1.020514286,4.412428571,54.39428571,5.247285714,53.22714286,2.439714286,-18.94714286,7.201857143,3.627857143,116.9,96.99142857,123.7142857,19.91571429,12.12714286,0.91,0.91,1.47,4.96,7.25,7.25,8.72,12.21,-16.7,2005,WPO,seagreen
100081_108076_3925,27.11857143,32.08428571,0.081244286,0.155028571,207.7142857,264.7571429,443.0428571,194.9,195.6285714,217.6,208.7285714,1.020514286,4.412428571,54.39428571,5.247285714,53.22714286,2.439714286,-18.94714286,7.201857143,3.627857143,116.9,96.99142857,123.7142857,19.91571429,12.12714286,0.91,0.91,1.47,4.96,7.25,7.25,8.72,12.21,-17.1,2005,WPO,seagreen
100188_108183_4039,28.68714286,22.55142857,0.203985714,0.363971429,178.4857143,222.4571429,406.0285714,178.5857143,175.9571429,181.2571429,208.4,0.810842857,2.558142857,38.47285714,64.80428571,93.76571429,2.425142857,-17.64714286,10.05642857,4.345428571,75.16857143,63.63857143,101.6342857,56.61857143,33.30571429,1.06,1.06,2.89,1.98,11.56,10.96,14.45,12.94,-16.5536202777778,2007,WPO,seagreen
100241_108236_4099,25.33,48.71285714,0.032782857,0.050298571,218.0285714,266.9142857,422.0428571,202.0857143,209,215.4714286,209.6428571,0.5687,3.367571429,6.843285714,2.838714286,19.87857143,2.410428571,-20.00285714,6.556714286,4.672428571,182,130.6285714,176.0142857,6.406714286,6.405428571,0.92,0.92,5.59,5.6,10.89,10.89,16.48,16.49,-16,2006,EPO,blue
100250_108245_4109,24.86142857,49.88142857,0.0331,0.051041429,219.6857143,268.4714286,423.4428571,202.0857143,209.0714286,215.2571429,210.6,0.566771429,3376,6.765571429,2.855857143,19.83571429,2.408571429,-20.00857143,6.364714286,4.701714286,182,128.7,178.5428571,6.376857143,6.605571429,0.92,0.92,5.59,5.6,10.89,10.89,16.48,16.49,-16.1,2006,EPO,blue
100258_108253_4117,25.33,48.71285714,0.032782857,0.050298571,218.0285714,266.9142857,422.0428571,202.0857143,209,215.4714286,209.6428571,0.5687,3.367571429,6.843285714,2.838714286,19.87857143,2.410428571,-20.00285714,6.556714286,4.672428571,182,130.6285714,176.0142857,6.406714286,6.405428571,0.92,0.92,5.59,5.6,10.89,10.89,16.48,16.49,-16,2006,EPO,blue
100261_108256_4120,24.86142857,49.88142857,0.0331,0.051041429,219.6857143,268.4714286,423.4428571,202.0857143,209.0714286,215.2571429,210.6,0.566771429,3376,6.765571429,2.855857143,19.83571429,2.408571429,-20.00857143,6.364714286,4.701714286,182,128.7,178.5428571,6.376857143,6.605571429,0.92,0.92,5.59,5.6,10.89,10.89,16.48,16.49,-16.1,2006,EPO,blue
100262_108257_4121,24.86142857,49.88142857,0.0331,0.051041429,219.6857143,268.4714286,423.4428571,202.0857143,209.0714286,215.2571429,210.6,0.566771429,3376,6.765571429,2.855857143,19.83571429,2.408571429,-20.00857143,6.364714286,4.701714286,182,128.7,178.5428571,6.376857143,6.605571429,0.92,0.92,5.59,5.6,10.89,10.89,16.48,16.49,-16.4,2006,EPO,blue
100263_108258_4122,25.33,48.71285714,0.032782857,0.050298571,218.0285714,266.9142857,422.0428571,202.0857143,209,215.4714286,209.6428571,0.5687,3.367571429,6.843285714,2.838714286,19.87857143,2.410428571,-20.00285714,6.556714286,4.672428571,182,130.6285714,176.0142857,6.406714286,6.405428571,0.92,0.92,5.59,5.6,10.89,10.89,16.48,16.49,-16,2006,EPO,blue
100418_108413_,29.77,20.68142857,0.193442857,0.379285714,174.0285714,201.5142857,320.0571429,172.2285714,172.6714286,185.5285714,201.9714286,0.686571429,2.298571429,62.30571429,66.85571429,108.1571429,2.502714286,-17.62285714,8955,5.002571429,92.64142857,63.64,97.41714286,59.90571429,27.97,1.1,1.11,0.99,1.52,11.45,11.45,12.44,12.97,-17.07,2007,WPO,seagreen
100455_108450_,29.77,20.68142857,0.193442857,0.379285714,174.0285714,201.5142857,320.0571429,172.2285714,172.6714286,185.5285714,201.9714286,0.686571429,2.298571429,62.30571429,66.85571429,108.1571429,2.502714286,-17.62285714,8955,5.002571429,92.64142857,63.64,97.41714286,59.90571429,27.97,1.11,1.11,0.75,1.25,9.5,10.03,10.25,11.28,-16.49,2007,WPO,seagreen
100497_108497_,29.85714286,20.24285714,0.192985714,0.378242857,173.9142857,201.3142857,320.8714286,173.1714286,173.2,186.9857143,201.8,0.634614286,2.131571429,62.25428571,68.37714286,110.2557143,2.506714286,-17.62857143,9.502571429,5.189142857,89.75,62.21142857,95.12571429,57.34,27.71285714,1.1,1.11,0.99,1.52,11.45,11.45,12.44,12.97,-16.6330316115702,2007,WPO,seagreen
100501_108501_,29.85714286,20.24285714,0.192985714,0.378242857,173.9142857,201.3142857,320.8714286,173.1714286,173.2,186.9857143,201.8,0.634614286,2.131571429,62.25428571,68.37714286,110.2557143,2.506714286,-17.62857143,9.502571429,5.189142857,89.75,62.21142857,95.12571429,57.34,27.71285714,1.1,1.11,0.99,1.52,11.45,11.45,12.44,12.97,-16.6644742071882,2007,WPO,seagreen
100503_108503_,29.85714286,20.24285714,0.192985714,0.378242857,173.9142857,201.3142857,320.8714286,173.1714286,173.2,186.9857143,201.8,0.634614286,2.131571429,62.25428571,68.37714286,110.2557143,2.506714286,-17.62857143,9.502571429,5.189142857,89.75,62.21142857,95.12571429,57.34,27.71285714,1.1,1.11,0.99,1.52,11.45,11.45,12.44,12.97,-16.2476581218274,2007,WPO,seagreen
100504_108504_,29.85714286,20.24285714,0.192985714,0.378242857,173.9142857,201.3142857,320.8714286,173.1714286,173.2,186.9857143,201.8,0.634614286,2.131571429,62.25428571,68.37714286,110.2557143,2.506714286,-17.62857143,9.502571429,5.189142857,89.75,62.21142857,95.12571429,57.34,27.71285714,1.1,1.11,0.99,1.52,11.45,11.45,12.44,12.97,-16.3996613989637,2007,WPO,seagreen
100505_108505_,29.85714286,20.24285714,0.192985714,0.378242857,173.9142857,201.3142857,320.8714286,173.1714286,173.2,186.9857143,201.8,0.634614286,2.131571429,62.25428571,68.37714286,110.2557143,2.506714286,-17.62857143,9.502571429,5.189142857,89.75,62.21142857,95.12571429,57.34,27.71285714,1.1,1.11,0.99,1.52,11.45,11.45,12.44,12.97,-16.4296681818182,2007,WPO,seagreen
100507_108507_,29.85714286,20.24285714,0.192985714,0.378242857,173.9142857,201.3142857,320.8714286,173.1714286,173.2,186.9857143,201.8,0.634614286,2.131571429,62.25428571,68.37714286,110.2557143,2.506714286,-17.62857143,9.502571429,5.189142857,89.75,62.21142857,95.12571429,57.34,27.71285714,1.1,1.11,0.99,1.52,11.45,11.45,12.44,12.97,-16.7212755769231,2007,WPO,seagreen
100508_108508_,29.85714286,20.24285714,0.192985714,0.378242857,173.9142857,201.3142857,320.8714286,173.1714286,173.2,186.9857143,201.8,0.634614286,2.131571429,62.25428571,68.37714286,110.2557143,2.506714286,-17.62857143,9.502571429,5.189142857,89.75,62.21142857,95.12571429,57.34,27.71285714,1.1,1.11,0.99,1.52,11.45,11.45,12.44,12.97,-16.7798677586207,2007,WPO,seagreen
100509_108509_,29.85714286,20.24285714,0.192985714,0.378242857,173.9142857,201.3142857,320.8714286,173.1714286,173.2,186.9857143,201.8,0.634614286,2.131571429,62.25428571,68.37714286,110.2557143,2.506714286,-17.62857143,9.502571429,5.189142857,89.75,62.21142857,95.12571429,57.34,27.71285714,1.1,1.11,0.99,1.52,11.45,11.45,12.44,12.97,-16.7529850258176,2007,WPO,seagreen
100512_108512_,29.85714286,20.24285714,0.192985714,0.378242857,173.9142857,201.3142857,320.8714286,173.1714286,173.2,186.9857143,201.8,0.634614286,2.131571429,62.25428571,68.37714286,110.2557143,2.506714286,-17.62857143,9.502571429,5.189142857,89.75,62.21142857,95.12571429,57.34,27.71285714,1.1,1.11,0.99,1.52,11.45,11.45,12.44,12.97,-16.6986087517934,2007,WPO,seagreen
100513_108513_,29.85714286,20.24285714,0.192985714,0.378242857,173.9142857,201.3142857,320.8714286,173.1714286,173.2,186.9857143,201.8,0.634614286,2.131571429,62.25428571,68.37714286,110.2557143,2.506714286,-17.62857143,9.502571429,5.189142857,89.75,62.21142857,95.12571429,57.34,27.71285714,1.1,1.11,0.99,1.52,11.45,11.45,12.44,12.97,-16.1058513565891,2007,WPO,seagreen
100606_108606_,29.77,20.68142857,0.193442857,0.379285714,174.0285714,201.5142857,320.0571429,172.2285714,172.6714286,185.5285714,201.9714286,0.686571429,2.298571429,62.30571429,66.85571429,108.1571429,2.502714286,-17.62285714,8955,5.002571429,92.64142857,63.64,97.41714286,59.90571429,27.97,1.11,1.11,0.75,1.25,9.5,10.03,10.25,11.28,-16.3468288359788,2007,WPO,seagreen
100611_108611_,29.77,20.68142857,0.193442857,0.379285714,174.0285714,201.5142857,320.0571429,172.2285714,172.6714286,185.5285714,201.9714286,0.686571429,2.298571429,62.30571429,66.85571429,108.1571429,2.502714286,-17.62285714,8955,5.002571429,92.64142857,63.64,97.41714286,59.90571429,27.97,1.11,1.11,0.75,1.25,9.5,10.03,10.25,11.28,-17.01,2007,WPO,seagreen
100612_108612_,29.77,20.68142857,0.193442857,0.379285714,174.0285714,201.5142857,320.0571429,172.2285714,172.6714286,185.5285714,201.9714286,0.686571429,2.298571429,62.30571429,66.85571429,108.1571429,2.502714286,-17.62285714,8955,5.002571429,92.64142857,63.64,97.41714286,59.90571429,27.97,1.11,1.11,0.75,1.25,9.5,10.03,10.25,11.28,-16.88,2007,WPO,seagreen
100733_108733_4617,25.60714286,30.72142857,0.148728571,0.218128571,132.3285714,246.9714286,479.5857143,195.7285714,199.9571429,219.6142857,216.6571429,1.237314286,4.662285714,46.67428571,9.310714286,61.83142857,2.359142857,-18.42714286,9.360428571,3.527142857,95.56714286,78.02142857,111.4428571,43.36,18.03428571,0.88,0.88,3.94,3.94,4.63,4.7,8.57,8.64,-17.2,2006,WPO,seagreen
100734_108734_4618,25.62714286,34.36,0.123914286,0.189114286,147.6285714,232.1857143,474.2285714,197.1285714,200.1714286,223.9142857,215.4,1.241714286,4.320285714,53.24857143,6.493857143,57.86142857,2.364571429,-18.62142857,8993,3.389857143,104.5542857,83.80428571,113.9142857,37.01,14.84857143,0.89,0.89,5.6,3.96,5.82,5.82,11.42,9.78,-17.2,2006,WPO,seagreen
100740_108740_4624,25.60714286,30.72142857,0.148728571,0.218128571,132.3285714,246.9714286,479.5857143,195.7285714,199.9571429,219.6142857,216.6571429,1.237314286,4.662285714,46.67428571,9.310714286,61.83142857,2.359142857,-18.42714286,9.360428571,3.527142857,95.56714286,78.02142857,111.4428571,43.36,18.03428571,0.88,0.88,3.94,3.94,4.63,4.7,8.57,8.64,-16.8536202777778,2006,WPO,seagreen
100742_108742_4626,25.60714286,30.72142857,0.148728571,0.218128571,132.3285714,246.9714286,479.5857143,195.7285714,199.9571429,219.6142857,216.6571429,1.237314286,4.662285714,46.67428571,9.310714286,61.83142857,2.359142857,-18.42714286,9.360428571,3.527142857,95.56714286,78.02142857,111.4428571,43.36,18.03428571,0.89,0.89,3.93,3.94,4.77,4.77,8.7,8.71,-17.4,2006,WPO,seagreen
100744_108744_4630,25.62714286,34.36,0.123914286,0.189114286,147.6285714,232.1857143,474.2285714,197.1285714,200.1714286,223.9142857,215.4,1.241714286,4.320285714,53.24857143,6.493857143,57.86142857,2.364571429,-18.62142857,8993,3.389857143,104.5542857,83.80428571,113.9142857,37.01,14.84857143,0.89,0.89,5.6,3.96,5.82,5.82,11.42,9.78,-17.2,2006,WPO,seagreen
100746_108746_4632,25.60714286,30.72142857,0.148728571,0.218128571,132.3285714,246.9714286,479.5857143,195.7285714,199.9571429,219.6142857,216.6571429,1.237314286,4.662285714,46.67428571,9.310714286,61.83142857,2.359142857,-18.42714286,9.360428571,3.527142857,95.56714286,78.02142857,111.4428571,43.36,18.03428571,0.89,0.89,3.93,3.94,4.77,4.77,8.7,8.71,-17.1,2006,WPO,seagreen
100790_108791_4679,25.60714286,30.72142857,0.148728571,0.218128571,132.3285714,246.9714286,479.5857143,195.7285714,199.9571429,219.6142857,216.6571429,1.237314286,4.662285714,46.67428571,9.310714286,61.83142857,2.359142857,-18.42714286,9.360428571,3.527142857,95.56714286,78.02142857,111.4428571,43.36,18.03428571,0.88,0.88,3.94,3.94,4.63,4.7,8.57,8.64,-17.1,2006,WPO,seagreen
100801_108802_4690,29.53857143,39.33,0.1864,0.316314286,195.5571429,215.5,324.7571429,166.4714286,168.6142857,198.2428571,198.1571429,0.729128571,3.991285714,72.61857143,49.21,111.79,2.553285714,-17.50714286,8.150142857,5.537571429,102.9971429,72.25285714,93.90428571,49.79428571,24.34,1.03,1.03,1.37,2.21,15.39,15.09,16.76,17.3,-17.2,2007,WPO,seagreen
100817_108818_4724,29.53857143,39.33,0.1864,0.316314286,195.5571429,215.5,324.7571429,166.4714286,168.6142857,198.2428571,198.1571429,0.729128571,3.991285714,72.61857143,49.21,111.79,2.553285714,-17.50714286,8.150142857,5.537571429,102.9971429,72.25285714,93.90428571,49.79428571,24.34,1.03,1.03,1.37,2.21,15.39,15.09,16.76,17.3,-16.3,2007,WPO,seagreen
100818_108819_4725,29.53857143,39.33,0.1864,0.316314286,195.5571429,215.5,324.7571429,166.4714286,168.6142857,198.2428571,198.1571429,0.729128571,3.991285714,72.61857143,49.21,111.79,2.553285714,-17.50714286,8.150142857,5.537571429,102.9971429,72.25285714,93.90428571,49.79428571,24.34,1.03,1.03,1.37,2.21,15.39,15.09,16.76,17.3,-16.9,2007,WPO,seagreen
100820_108821_4727,29.53857143,39.33,0.1864,0.316314286,195.5571429,215.5,324.7571429,166.4714286,168.6142857,198.2428571,198.1571429,0.729128571,3.991285714,72.61857143,49.21,111.79,2.553285714,-17.50714286,8.150142857,5.537571429,102.9971429,72.25285714,93.90428571,49.79428571,24.34,1.03,1.03,1.37,2.21,15.39,15.09,16.76,17.3,-16.5,2007,WPO,seagreen
100824_108825_4731,29.53857143,39.33,0.1864,0.316314286,195.5571429,215.5,324.7571429,166.4714286,168.6142857,198.2428571,198.1571429,0.729128571,3.991285714,72.61857143,49.21,111.79,2.553285714,-17.50714286,8.150142857,5.537571429,102.9971429,72.25285714,93.90428571,49.79428571,24.34,1.03,1.03,1.37,2.21,15.39,15.09,16.76,17.3,-16.9,2007,WPO,seagreen
100830_108831_4737,29.53857143,39.33,0.1864,0.316314286,195.5571429,215.5,324.7571429,166.4714286,168.6142857,198.2428571,198.1571429,0.729128571,3.991285714,72.61857143,49.21,111.79,2.553285714,-17.50714286,8.150142857,5.537571429,102.9971429,72.25285714,93.90428571,49.79428571,24.34,1.03,1.03,1.37,2.21,15.39,15.09,16.76,17.3,-17.3,2007,WPO,seagreen
100863_108895_4805,15.8,31.61,0.243628571,0.547285714,NA,NA,239.5714286,238.9,241.9857143,253,256.6571429,1.881571429,5832,24.94285714,83.09428571,123.0628571,2.367428571,-17.45714286,8.014714286,3.298714286,111.91,5,52.06285714,90.33142857,76.01857143,NA,NA,NA,NA,NA,NA,NA,NA,-18.7,2009,WPO,seagreen
100865_108897_4807,15.62142857,43.53428571,0.252785714,0.552157143,NA,NA,250.6857143,235.4,237.4428571,251.9285714,254.9857143,1.916714286,6.606285714,26.32428571,75.77142857,111.3885714,2.332571429,-17.58428571,7.740714286,3209,198.4857143,5,54.58285714,87.86857143,71.20285714,NA,NA,NA,NA,NA,NA,NA,NA,-18,2009,WPO,seagreen
100867_108899_4809,15.33714286,37.18285714,0.2478,0.5488,NA,NA,239.6285714,238.9,241.8,254.8714286,258.6285714,1.816428571,5.699428571,24.63428571,74.69,116.2371429,2.352285714,-17.60142857,7.814714286,3.158285714,130.0485714,5,55.21285714,85.50428571,73.34285714,NA,NA,NA,NA,NA,NA,NA,NA,-18.0580341025641,2009,WPO,seagreen
100868_108900_4810,15.62142857,43.53428571,0.252785714,0.552157143,NA,NA,250.6857143,235.4,237.4428571,251.9285714,254.9857143,1.916714286,6.606285714,26.32428571,75.77142857,111.3885714,2.332571429,-17.58428571,7.740714286,3209,198.4857143,5,54.58285714,87.86857143,71.20285714,NA,NA,NA,NA,NA,NA,NA,NA,-18.10935825,2009,WPO,seagreen
100870_108902_4812,15.33714286,37.18285714,0.2478,0.5488,NA,NA,239.6285714,238.9,241.8,254.8714286,258.6285714,1.816428571,5.699428571,24.63428571,74.69,116.2371429,2.352285714,-17.60142857,7.814714286,3.158285714,130.0485714,5,55.21285714,85.50428571,73.34285714,NA,NA,NA,NA,NA,NA,NA,NA,-18.4,2009,WPO,seagreen
100877_108910_4820,15.62142857,43.53428571,0.252785714,0.552157143,NA,NA,250.6857143,235.4,237.4428571,251.9285714,254.9857143,1.916714286,6.606285714,26.32428571,75.77142857,111.3885714,2.332571429,-17.58428571,7.740714286,3209,198.4857143,5,54.58285714,87.86857143,71.20285714,NA,NA,NA,NA,NA,NA,NA,NA,-17.8924973015873,2009,WPO,seagreen
100878_108911_4821,14.56571429,39.91285714,0.2313,0.491542857,NA,NA,199.9857143,247.9428571,251.8714286,259.1428571,260.8714286,2177,7.035857143,25.92,74.62714286,118.5571429,2.369714286,-17.60857143,7.683428571,2936,136.2914286,5,51.92714286,81.98,65.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.3530506521739,2009,WPO,seagreen
100879_108912_4822,15.8,31.61,0.243628571,0.547285714,NA,NA,239.5714286,238.9,241.9857143,253,256.6571429,1.881571429,5832,24.94285714,83.09428571,123.0628571,2.367428571,-17.45714286,8.014714286,3.298714286,111.91,5,52.06285714,90.33142857,76.01857143,NA,NA,NA,NA,NA,NA,NA,NA,-17.7536202777778,2009,WPO,seagreen
100880_108913_4823,15.8,31.61,0.243628571,0.547285714,NA,NA,239.5714286,238.9,241.9857143,253,256.6571429,1.881571429,5832,24.94285714,83.09428571,123.0628571,2.367428571,-17.45714286,8.014714286,3.298714286,111.91,5,52.06285714,90.33142857,76.01857143,NA,NA,NA,NA,NA,NA,NA,NA,-18.4,2009,WPO,seagreen
100882_108915_4825,14.56571429,39.91285714,0.2313,0.491542857,NA,NA,199.9857143,247.9428571,251.8714286,259.1428571,260.8714286,2177,7.035857143,25.92,74.62714286,118.5571429,2.369714286,-17.60857143,7.683428571,2936,136.2914286,5,51.92714286,81.98,65.45,NA,NA,NA,NA,NA,NA,NA,NA,-16.9530506521739,2009,WPO,seagreen
100884_108917_4827,15.8,31.61,0.243628571,0.547285714,NA,NA,239.5714286,238.9,241.9857143,253,256.6571429,1.881571429,5832,24.94285714,83.09428571,123.0628571,2.367428571,-17.45714286,8.014714286,3.298714286,111.91,5,52.06285714,90.33142857,76.01857143,NA,NA,NA,NA,NA,NA,NA,NA,-18.314535,2009,WPO,seagreen
100960_108994_4904,24.99142857,30.64571429,0.144871429,0.221328571,152.8285714,238.0285714,477.9714286,197.0714286,200.9428571,221.6285714,216.6857143,1.287285714,4.930857143,53.05857143,14.26571429,67.27428571,2.359142857,-18.42285714,8.533428571,3.691428571,98.53142857,80.92,109.8642857,42.70142857,18.46,0.89,0.89,5.6,3.96,5.82,5.82,11.42,9.78,-17.2,2007,WPO,seagreen
100961_108995_,24.99142857,30.64571429,0.144871429,0.221328571,152.8285714,238.0285714,477.9714286,197.0714286,200.9428571,221.6285714,216.6857143,1.287285714,4.930857143,53.05857143,14.26571429,67.27428571,2.359142857,-18.42285714,8.533428571,3.691428571,98.53142857,80.92,109.8642857,42.70142857,18.46,0.89,0.89,5.6,3.96,5.82,5.82,11.42,9.78,-17.6,2007,WPO,seagreen
101012_109057_4972,28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-17.2,2009,WPO,seagreen
101015_109060_4975,28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-17.2,2009,WPO,seagreen
101018_109063_4978,28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-17,2009,WPO,seagreen
101020_109065_4980,28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-16.8,2009,WPO,seagreen
101022_109067_4982,28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-17,2009,WPO,seagreen
101023_109068_4983,28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-16.6098677586207,2009,WPO,seagreen
